cod_municipio,municipio,uf,n
1507003,SANTO ANTONIO DO TAUA,PA,1
1507102,SAO CAETANO DE ODIVELAS,PA,1
1507474,SAO JOAO DE PIRABAS,PA,1
1507805,Senador José Porfírio,PA,1
1507961,TERRA ALTA,PA,1
1508357,VITORIA DO XINGU,PA,1
1600402,MAZAGAO,AP,1
1600535,PORTO GRANDE,AP,1
1600600,SANTANA,AP,1
1700251,ABREULANDIA,TO,1
1701051,ANGICO,TO,1
1701101,APARECIDA DO RIO NEGRO,TO,1
1702307,ARAPOEMA,TO,1
1703057,BANDEIRANTES DO TOCANTINS,TO,1
1703206,BERNARDO SAYAO,TO,1
1703891,CARRASCO BONITO,TO,1
1705102,CHAPADA DA NATIVIDADE,TO,1
1705557,COMBINADO,TO,1
1706001,COUTO DE MAGALHAES,TO,1
1707108,DIVINOPOLIS DO TOCANTINS,TO,1
1707306,DUERE,TO,1
1708304,GOIANORTE,TO,1
1710508,ITACAJA,TO,1
1712157,LAVANDEIRA,TO,1
1712504,MARIANOPOLIS DO TOCANTINS,TO,1
1713700,MONTE SANTO DO TOCANTINS,TO,1
1715259,NOVO JARDIM,TO,1
1715705,PALMEIRANTE,TO,1
1715754,PALMEIROPOLIS,TO,1
1716208,PARANA,TO,1
1716653,PEQUIZEIRO,TO,1
1716703,COLMEIA,TO,1
1717800,PONTE ALTA DO BOM JESUS,TO,1
1717909,PONTE ALTA DO TOCANTINS,TO,1
1718006,PORTO ALEGRE DO TOCANTINS,TO,1
1720259,SAO SALVADOR DO TOCANTINS,TO,1
1720804,SITIO NOVO DO TOCANTINS,TO,1
1720903,TAGUATINGA,TO,1
1721307,TUPIRATINS,TO,1
1722107,XAMBIOA,TO,1
2100907,ARAIOSES,MA,1
2102002,BOM JARDIM,MA,1
2102325,BURITICUPU,MA,1
2102804,CAROLINA,MA,1
2103208,CHAPADINHA,MA,1
2103307,CODO,MA,1
2103703,CURURUPU,MA,1
2103901,DUQUE BACELAR,MA,1
2105427,Itinga do Maranhão,MA,1
2106755,MIRANDA DO NORTE,MA,1
2107506,PACO DO LUMIAR,MA,1
2108405,PERI MIRIM,MA,1
2108603,PINHEIRO,MA,1
2109007,PORTO FRANCO,MA,1
2109452,RAPOSA,MA,1
2110302,SANTO ANTONIO DOS LOPES,MA,1
2111029,SAO JOAO DO CARU,MA,1
2112803,VIANA,MA,1
2200707,ANISIO DE ABREU,PI,1
2200806,ANTONIO ALMEIDA,PI,1
2201903,BOM JESUS,PI,1
2202208,CAMPO MAIOR,PI,1
2202307,CANTO DO BURITI,PI,1
2202901,CORRENTE,PI,1
2205805,LUZILANDIA,PI,1
2206308,MIGUEL LEAO,PI,1
2207603,PARNAGUA,PI,1
2207900,PEDRO II,PI,1
2208403,PIRIPIRI,PI,1
2209500,SANTO INACIO DO PIAUI,PI,1
2209757,SAO GONCALO DO GURGUEIA,PI,1
2209807,SAO GONCALO DO PIAUI,PI,1
2211308,VALENCA DO PIAUI,PI,1
2300754,AMONTADA,CE,1
2300903,APUIARES,CE,1
2302008,BARRO,CE,1
2302206,BEBERIBE,CE,1
2302800,CANINDE,CE,1
2307007,JAGUARUANA,CE,1
2307205,JATI,CE,1
2309102,MULUNGU,CE,1
2309201,NOVA OLINDA,CE,1
2309300,NOVA RUSSAS,CE,1
2310902,PIQUET CARNEIRO,CE,1
2311405,QUIXERAMOBIM,CE,1
2311801,RUSSAS,CE,1
2311900,SABOEIRO,CE,1
2312403,SAO GONCALO DO AMARANTE,CE,1
2312809,SENADOR SA,CE,1
2313302,TAUA,CE,1
2400307,AFONSO BEZERRA,RN,1
2400802,ANGICOS,RN,1
2401008,APODI,RN,1
2402006,CAICO,RN,1
2403004,CRUZETA,RN,1
2403707,FELIPE GUERRA,RN,1
2404002,FRUTUOSO GOMES,RN,1
2404408,GROSSOS,RN,1
2406502,LAGOA NOVA,RN,1
2407500,MAXARANGUAPE,RN,1
2408102,Natal,RN,1
2410603,RAFAEL GODEIRO,RN,1
2411809,SAO FERNANDO,RN,1
2412500,SAO MIGUEL,RN,1
2412807,SAO RAFAEL,RN,1
2413201,SENADOR GEORGINO AVELINO,RN,1
2500700,SAO JOAO DO RIO DO PEIXE,PB,1
2503209,CABEDELO,PB,1
2503605,CAICARA,PB,1
2503902,CAMALAU,PB,1
2504009,Campina Grande,PB,1
2504603,CONDE,PB,1
2506301,GUARABIRA,PB,1
2507309,JACARAU,PB,1
2510808,PATOS,PB,1
2511202,PEDRAS DE FOGO,PB,1
2512507,QUEIMADAS,PB,1
2512804,RIACHO DOS CAVALOS,PB,1
2513000,SALGADINHO,PB,1
2513406,SANTA LUZIA,PB,1
2601409,BARREIROS,PE,1
2601706,BELO JARDIM,PE,1
2602605,BREJO DA MADRE DE DEUS,PE,1
2605509,FERREIROS,PE,1
2608503,LAGOA DO ITAENGA,PE,1
2609600,OLINDA,PE,1
2609907,OURICURI,PE,1
2612208,SALGUEIRO,PE,1
2613503,SAO JOSE DO BELMONTE,PE,1
2613800,SAO VICENTE FERRER,PE,1
2614105,SERTANIA,PE,1
2615003,TAQUARITINGA DO NORTE,PE,1
2616100,VERDEJANTE,PE,1
2700300,ARAPIRACA,AL,1
2701704,CAPELA,AL,1
2702702,FELIZ DESERTO,AL,1
2702801,FLEXEIRAS,AL,1
2703700,JARAMATAIA,AL,1
2704005,JUNQUEIRO,AL,1
2704906,MAR VERMELHO,AL,1
2705200,MESSIAS,AL,1
2706307,Palmeira dos Índios,AL,1
2706406,PAO DE ACUCAR,AL,1
2707305,PORTO CALVO,AL,1
2708501,SAO LUIS DO QUITUNDE,AL,1
2708600,SAO MIGUEL DOS CAMPOS,AL,1
2708808,SAO SEBASTIAO,AL,1
2801207,CANINDE DE SAO FRANCISCO,SE,1
2801306,Capela,SE,1
2802106,ESTANCIA,SE,1
2802809,INDIAROBA,SE,1
2804201,MONTE ALEGRE DE SERGIPE,SE,1
2804805,NOSSA SENHORA DO SOCORRO,SE,1
2902401,AURELINO LEAL,BA,1
2903607,Biritinga,BA,1
2903904,BOM JESUS DA LAPA,BA,1
2904407,BREJOLANDIA,BA,1
2904704,BUERAREMA,BA,1
2904753,BURITIRAMA,BA,1
2905206,CAETITE,BA,1
2905800,CAMAMU,BA,1
2906006,CAMPO FORMOSO,BA,1
2906709,CANDIDO SALES,BA,1
2908101,COCOS,BA,1
2908705,CONDEUBA,BA,1
2909307,CORRENTINA,BA,1
2910800,FEIRA DE SANTANA,BA,1
2911709,GUANAMBI,BA,1
2914802,ITABUNA,BA,1
2915601,ITAMARAJU,BA,1
2915809,ITAMBE,BA,1
2915908,ITANAGRA,BA,1
2916401,ITAPETINGA,BA,1
2918001,JEQUIE,BA,1
2918001,Jequié,BA,1
2918100,JEREMOABO,BA,1
2918209,JIQUIRICA,BA,1
2919157,LAPAO,BA,1
2920205,MALHADA,BA,1
2920601,MARAGOGIPE,BA,1
2921302,MILAGRES,BA,1
2921906,MUCUGE,BA,1
2922607,NILO PECANHA,BA,1
2923407,PALMAS DE MONTE ALTO,BA,1
2924603,PINDOBACU,BA,1
2924702,PIRIPA,BA,1
2925402,POTIRAGUA,BA,1
2928703,SANTO ANTONIO DE JESUS,BA,1
2932507,UNA,BA,1
2932903,VALENCA,BA,1
2933307,VITORIA DA CONQUISTA,BA,1
3101300,ALAGOA,MG,1
3101508,ALEM PARAIBA,MG,1
3101805,ALPERCATA,MG,1
3101904,ALPINOPOLIS,MG,1
3102209,ALVARENGA,MG,1
3102704,CACHOEIRA DE PAJEU,MG,1
3102902,ANTONIO CARLOS,MG,1
3103405,ARACUAI,MG,1
3103504,ARAGUARI,MG,1
3103702,ARAPONGA,MG,1
3103900,ARAUJOS,MG,1
3104304,AREADO,MG,1
3104809,AUGUSTO DE LIMA,MG,1
3104908,BAEPENDI,MG,1
3106408,BELO VALE,MG,1
3106606,BERTOPOLIS,MG,1
3106903,BICAS,MG,1
3107307,BOCAIUVA,MG,1
3108206,BONFINOPOLIS DE MINAS,MG,1
3108305,BORDA DA MATA,MG,1
3109303,BURITIS,MG,1
3110103,CAIANA,MG,1
3110301,CALDAS,MG,1
3111002,CAMPESTRE,MG,1
3112604,CAPINOPOLIS,MG,1
3112703,CAPITAO ENEAS,MG,1
3113107,CARANAIBA,MG,1
3113206,CARANDAI,MG,1
3113503,CARBONITA,MG,1
3114204,CARMO DO CAJURU,MG,1
3114501,CARMOPOLIS DE MINAS,MG,1
3114808,CARVALHOS,MG,1
3115458,CATUJI,MG,1
3117504,CONCEICAO DO MATO DENTRO,MG,1
3117702,CONCEICAO DO RIO VERDE,MG,1
3118007,CONGONHAS,MG,1
3118700,COQUEIRAL,MG,1
3119104,CORINTO,MG,1
3119401,CORONEL FABRICIANO,MG,1
3119906,CORREGO DO BOM JESUS,MG,1
3120151,CRISOLITA,MG,1
3120409,CRISTIANO OTONI,MG,1
3122207,DIVINOLANDIA DE MINAS,MG,1
3122306,DIVINOPOLIS,MG,1
3122405,DIVISA NOVA,MG,1
3122470,DOM BOSCO,MG,1
3123106,DORES DE GUANHAES,MG,1
3123700,ENGENHEIRO CALDAS,MG,1
3124005,ERVALIA,MG,1
3124708,ESTRELA DO INDAIA,MG,1
3125705,FELIXLANDIA,MG,1
3127370,GOIABEIRA,MG,1
3127503,GONZAGA,MG,1
3128105,GUAPE,MG,1
3128253,GUARACIAMA,MG,1
3128709,GUAXUPE,MG,1
3129103,GURINHATA,MG,1
3129509,IBIA,MG,1
3129608,IBIAI,MG,1
3129707,IBIRACI,MG,1
3130408,IJACI,MG,1
3130804,INGAI,MG,1
3131000,INHAUMA,MG,1
3131505,IPUIUNA,MG,1
3131901,ITABIRITO,MG,1
3132008,ITACAMBIRA,MG,1
3132206,ITAGUARA,MG,1
3132404,ITAJUBA,MG,1
3133006,ITAMONTE,MG,1
3133709,ITATIAIUCU,MG,1
3133808,ITAUNA,MG,1
3133907,ITAVERAVA,MG,1
3134400,ITURAMA,MG,1
3134608,JABOTICATUBAS,MG,1
3134806,JACUI,MG,1
3135407,JECEABA,MG,1
3136207,JOAO MONLEVADE,MG,1
3137205,LAGOA DA PRATA,MG,1
3137536,LAGOA GRANDE,MG,1
3137700,LAJINHA,MG,1
3138500,LIBERDADE,MG,1
3138609,LIMA DUARTE,MG,1
3138708,LUMINARIAS,MG,1
3138906,MACHACALIS,MG,1
3139102,MADRE DE DEUS DE MINAS,MG,1
3139201,MALACACHETA,MG,1
3139607,MANTENA,MG,1
3140100,MARILAC,MG,1
3140159,MARIO CAMPOS,MG,1
3140407,MARMELOPOLIS,MG,1
3140506,MARTINHO CAMPOS,MG,1
3140803,MATIAS BARBOSA,MG,1
3141207,MATUTINA,MG,1
3142700,MONTALVANIA,MG,1
3142908,MONTE AZUL,MG,1
3143104,MONTE CARMELO,MG,1
3143401,MONTE SIAO,MG,1
3143500,MORADA NOVA DE MINAS,MG,1
3144102,MUZAMBINHO,MG,1
3144300,NANUQUE,MG,1
3144607,NEPOMUCENO,MG,1
3144656,NINHEIRA,MG,1
3145901,OURO BRANCO,MG,1
3146008,OURO FINO,MG,1
3146107,OURO PRETO,MG,1
3146206,OURO VERDE DE MINAS,MG,1
3146503,PAINS,MG,1
3147105,PARA DE MINAS,MG,1
3147303,PARAISOPOLIS,MG,1
3147402,PARAOPEBA,MG,1
3147808,PASSA-VINTE,MG,1
3148400,PAULISTAS,MG,1
3149200,PEDRINOPOLIS,MG,1
3149952,PERIQUITO,MG,1
3150901,PIRANGUCU,MG,1
3152006,POMPEU,MG,1
3152105,PONTE NOVA,MG,1
3152131,PONTO CHIQUE,MG,1
3152204,PORTEIRINHA,MG,1
3152303,PORTO FIRME,MG,1
3152600,POUSO ALTO,MG,1
3152709,PRADOS,MG,1
3152808,PRATA,MG,1
3153202,PRESIDENTE JUSCELINO,MG,1
3153400,PRESIDENTE OLEGARIO,MG,1
3155306,RIO MANSO,MG,1
3155504,RIO PARANAIBA,MG,1
3155603,RIO PARDO DE MINAS,MG,1
3155702,RIO PIRACICABA,MG,1
3156007,RIO VERMELHO,MG,1
3156601,RUBIM,MG,1
3156809,SABINOPOLIS,MG,1
3157005,SALINAS,MG,1
3157252,SANTA BARBARA DO LESTE,MG,1
3157807,SANTA LUZIA,MG,1
3158201,SANTA MARIA DO SUACUI,MG,1
3158953,SANTANA DO PARAISO,MG,1
3159209,SANTA RITA DE CALDAS,MG,1
3161106,SAO FRANCISCO,MG,1
3162005,SAO GONCALO DO SAPUCAI,MG,1
3162450,SAO JOAO DAS MISSOES,MG,1
3162609,SAO JOAO DO ORIENTE,MG,1
3162922,SAO JOAQUIM DE BICAS,MG,1
3164472,SAO SEBASTIAO DO ANTA,MG,1
3165537,SARZEDO,MG,1
3166808,SERRA DO SALITRE,MG,1
3167004,SERRANOS,MG,1
3167400,SILVIANOPOLIS,MG,1
3168408,TARUMIRIM,MG,1
3168903,TIROS,MG,1
3169307,TRES CORACOES,MG,1
3169703,TURMALINA,MG,1
3170057,UBAPORANGA,MG,1
3170107,UBERABA,MG,1
3170305,UMBURATIBA,MG,1
3170438,UNIAO DE MINAS,MG,1
3171105,VERISSIMO,MG,1
3171204,VESPASIANO,MG,1
3171303,VICOSA,MG,1
3172103,VOLTA GRANDE,MG,1
3200508,APIACA,ES,1
3200904,BARRA DE SAO FRANCISCO,ES,1
3201001,BOA ESPERANCA,ES,1
3201159,BREJETUBA,ES,1
3201308,CARIACICA,ES,1
3201506,COLATINA,ES,1
3201803,DIVINO DE SAO LOURENCO,ES,1
3202256,GOVERNADOR LINDENBERG,ES,1
3202306,GUACUI,ES,1
3202454,IBATIBA,ES,1
3202603,ICONHA,ES,1
3202801,Itapemirim,ES,1
3203007,IUNA,ES,1
3203056,JAGUARE,ES,1
3203353,MARILANDIA,ES,1
3204203,PIUMA,ES,1
3204302,PRESIDENTE KENNEDY,ES,1
3204658,SAO DOMINGOS DO NORTE,ES,1
3205101,VIANA,ES,1
3205150,VILA PAVAO,ES,1
3300704,CABO FRIO,RJ,1
3301009,CAMPOS DOS GOYTACAZES,RJ,1
3302106,ITAOCARA,RJ,1
3302403,MACAE,RJ,1
3303302,NITEROI,RJ,1
3303708,PARAIBA DO SUL,RJ,1
3303807,PARATY,RJ,1
3303856,PATY DO ALFERES,RJ,1
3304151,QUISSAMA,RJ,1
3304904,SAO GONCALO,RJ,1
3305158,SAO JOSE DO VALE DO RIO PRETO,RJ,1
3306305,VOLTA REDONDA,RJ,1
3500204,ADOLFO,SP,1
3501905,AMPARO,SP,1
3502101,ANDRADINA,SP,1
3508504,CACAPAVA,SP,1
3509908,CANANEIA,SP,1
3510500,CARAGUATATUBA,SP,1
3511003,CASTILHO,SP,1
3511102,CATANDUVA,SP,1
3515509,FERNANDOPOLIS,SP,1
3518404,GUARATINGUETA,SP,1
3518701,GUARUJA,SP,1
3518800,Guarulhos,SP,1
3519055,HOLAMBRA,SP,1
3520400,ILHABELA,SP,1
3520442,ILHA SOLTEIRA,SP,1
3521309,IPUA,SP,1
3525706,JOSE BONIFACIO,SP,1
3529708,MIGUELOPOLIS,SP,1
3536406,PAULICEIA,SP,1
3541208,PRESIDENTE BERNARDES,SP,1
3541307,PRESIDENTE EPITACIO,SP,1
3545704,SANTA ALBERTINA,SP,1
3549706,SAO JOSE DO RIO PARDO,SP,1
3553104,TAIACU,SP,1
4100509,ALTONIA,PR,1
4101101,ANDIRA,PR,1
4101408,APUCARANA,PR,1
4105706,CLEVELANDIA,PR,1
4106308,CORBELIA,PR,1
4106456,CORONEL DOMINGOS SOARES,PR,1
4107009,CURIUVA,PR,1
4108320,FRANCISCO ALVES,PR,1
4108601,GOIOERE,PR,1
4109500,GUARAQUECABA,PR,1
4110607,IPORA,PR,1
4113700,LONDRINA,PR,1
4114302,MANDIRITUBA,PR,1
4115200,MARINGA,PR,1
4118709,PAULO FRONTIN,PR,1
4120309,PORTO VITORIA,PR,1
4122800,SALGADO FILHO,PR,1
4124053,SANTA TEREZINHA DE ITAIPU,PR,1
4127700,TOLEDO,PR,1
4128005,UBIRATA,PR,1
4200309,AGRONOMICA,SC,1
4200804,ANCHIETA,SC,1
4201406,ARARANGUA,SC,1
4202107,BARRA VELHA,SC,1
4202453,BOMBINHAS,SC,1
4202701,BOTUVERA,SC,1
4202909,BRUSQUE,SC,1
4204350,CORDILHEIRA ALTA,SC,1
4204806,CURITIBANOS,SC,1
4205001,DIONISIO CERQUEIRA,SC,1
4205159,DOUTOR PEDRINHO,SC,1
4205605,GALVAO,SC,1
4206405,GUARACIABA,SC,1
4206504,GUARAMIRIM,SC,1
4207304,IMBITUBA,SC,1
4207502,INDAIAL,SC,1
4208906,JARAGUA DO SUL,SC,1
4209177,JUPIA,SC,1
4209607,LAURO MULLER,SC,1
4209854,LINDOIA DO SUL,SC,1
4210506,MARAVILHA,SC,1
4211058,MONTE CARLO,SC,1
4211256,MORRO GRANDE,SC,1
4211306,NAVEGANTES,SC,1
4211454,NOVA ITABERABA,SC,1
4211702,ORLEANS,SC,1
4211850,OURO VERDE,SC,1
4212056,PALMEIRA,SC,1
4212239,PARAISO,SC,1
4212700,PETROLANDIA,SC,1
4213104,PIRATUBA,SC,1
4213401,PONTE SERRADA,SC,1
4213500,PORTO BELO,SC,1
4215604,SANTA ROSA DE LIMA,SC,1
4215802,SAO BENTO DO SUL,SC,1
4216255,SAO JOAO DO OESTE,SC,1
4216305,SAO JOAO BATISTA,SC,1
4217105,SAO MARTINHO,SC,1
4217204,SAO MIGUEL DO OESTE,SC,1
4219358,VITOR MEIRELES,SC,1
4300034,ACEGUA,RS,1
4300109,AGUDO,RS,1
4300661,ANDRE DA ROCHA,RS,1
4300851,ARAMBARE,RS,1
4302907,CACEQUI,RS,1
4304408,CANELA,RS,1
4304507,CANGUCU,RS,1
4304614,CANUDOS DO VALE,RS,1
4304655,CAPAO DO CIPO,RS,1
4305009,CATUIPE,RS,1
4305108,CAXIAS DO SUL,RS,1
4305173,CERRO GRANDE DO SUL,RS,1
4308458,FORTALEZA DOS VALOS,RS,1
4308656,GARRUCHOS,RS,1
4309050,GLORINHA,RS,1
4309209,GRAVATAI,RS,1
4309308,GUAIBA,RS,1
4309506,GUARANI DAS MISSOES,RS,1
4310306,ILOPOLIS,RS,1
4310439,IPE,RS,1
4310553,ITACURUBI,RS,1
4310900,JACUTINGA,RS,1
4311403,LAJEADO,RS,1
4311718,MACAMBARA,RS,1
4311753,MANOEL VIANA,RS,1
4312005,MARIANO MORO,RS,1
4312104,MATA,RS,1
4312450,MORRO REDONDO,RS,1
4313060,NOVA HARTZ,RS,1
4313102,NOVA PALMA,RS,1
4313391,NOVO CABRAIS,RS,1
4313425,NOVO MACHADO,RS,1
4313706,PALMEIRA DAS MISSOES,RS,1
4314027,PARAISO DO SUL,RS,1
4314175,PEDRAS ALTAS,RS,1
4314498,PINHEIRINHO DO VALE,RS,1
4314704,PLANALTO,RS,1
4315057,PORTO MAUA,RS,1
4315149,PRESIDENTE LUCENA,RS,1
4316972,SANTA MARGARIDA DO SUL,RS,1
4317509,SANTO ANGELO,RS,1
4317558,SANTO ANTONIO DO PALMA,RS,1
4317905,SANTO CRISTO,RS,1
4321105,TAPES,RS,1
4321303,TAQUARI,RS,1
4321436,TERRA DE AREIA,RS,1
4321451,TEUTONIA,RS,1
4321600,TRAMANDAI,RS,1
4322202,TUPANCIRETA,RS,1
4322608,VENANCIO AIRES,RS,1
4323002,VIAMAO,RS,1
4323457,VILA NOVA DO SUL,RS,1
5000203,AGUA CLARA,MS,1
5000807,ANAURILANDIA,MS,1
5000856,ANGELICA,MS,1
5001003,APARECIDA DO TABOADO,MS,1
5001904,BATAGUASSU,MS,1
5002308,BRASILANDIA,MS,1
5002605,CAMAPUA,MS,1
5003488,DOIS IRMAOS DO BURITI,MS,1
5004601,ITAQUIRAI,MS,1
5004700,IVINHEMA,MS,1
5005400,MARACAJU,MS,1
5005608,MIRANDA,MS,1
5005681,MUNDO NOVO,MS,1
5005806,NIOAQUE,MS,1
5006200,NOVA ANDRADINA,MS,1
5006259,NOVO HORIZONTE DO SUL,MS,1
5007208,RIO BRILHANTE,MS,1
5007406,RIO VERDE DE MATO GROSSO,MS,1
5007554,SANTA RITA DO PARDO,MS,1
5007703,SETE QUEDAS,MS,1
5007802,SELVIRIA,MS,1
5007935,SONORA,MS,1
5007950,TACURU,MS,1
5100508,ALTO PARAGUAI,MT,1
5102793,CARLINDA,MT,1
5103007,CHAPADA DOS GUIMARAES,MT,1
5103205,COLIDER,MT,1
5103254,Colniza,MT,1
5105259,LUCAS DO RIO VERDE,MT,1
5105622,MIRASSOL D'OESTE,MT,1
5106208,NOVA BRASILANDIA,MT,1
5106257,NOVA XAVANTINA,MT,1
5106273,NOVO HORIZONTE DO NORTE,MT,1
5106703,PONTE BRANCA,MT,1
5106828,PORTO ESPERIDIAO,MT,1
5107040,PRIMAVERA DO LESTE,MT,1
5107776,SANTA TEREZINHA,MT,1
5108105,TESOURO,MT,1
5200100,ABADIANIA,GO,1
5200209,AGUA LIMPA,GO,1
5200258,AGUAS LINDAS DE GOIAS,GO,1
5201306,ANICUNS,GO,1
5203302,BELA VISTA DE GOIAS,GO,1
5203575,BONOPOLIS,GO,1
5204102,CACHOEIRA ALTA,GO,1
5204201,CACHOEIRA DE GOIAS,GO,1
5204300,CACU,GO,1
5204904,CAMPOS BELOS,GO,1
5205000,CARMO DO RIO VERDE,GO,1
5205208,CATURAI,GO,1
5205406,CERES,GO,1
5205513,COCALZINHO DE GOIAS,GO,1
5206701,DAMIANOPOLIS,GO,1
5209101,GOIATUBA,GO,1
5209150,GOUVELANDIA,GO,1
5209457,GUARINOS,GO,1
5209937,INACIOLANDIA,GO,1
5211008,ITAPIRAPUA,GO,1
5211206,ITAPURANGA,GO,1
5211305,ITARUMA,GO,1
5212006,JAUPACI,GO,1
5212303,LEOPOLDO DE BULHOES,GO,1
5212808,MARA ROSA,GO,1
5213053,MIMOSO DE GOIAS,GO,1
5213400,MOIPORA,GO,1
5213509,MONTE ALEGRE DE GOIAS,GO,1
5213707,MONTES CLAROS DE GOIAS,GO,1
5214002,MOZARLANDIA,GO,1
5214705,NOVA AMERICA,GO,1
5214804,NOVA AURORA,GO,1
5214903,NOVA ROMA,GO,1
5215009,NOVA VENEZA,GO,1
5215702,PALMEIRAS DE GOIAS,GO,1
5216403,PARAUNA,GO,1
5217302,PIRENOPOLIS,GO,1
5217401,PIRES DO RIO,GO,1
5217708,PONTALINA,GO,1
5218508,QUIRINOPOLIS,GO,1
5218706,RIANAPOLIS,GO,1
5218904,RUBIATABA,GO,1
5219100,SANTA BARBARA DE GOIAS,GO,1
5219258,SANTA FE DE GOIAS,GO,1
5219456,SANTA RITA DO NOVO DESTINO,GO,1
5219605,SANTA TEREZA DE GOIAS,GO,1
5219753,SANTO ANTONIO DO DESCOBERTO,GO,1
5220009,SAO JOAO D'ALIANCA,GO,1
5220157,SAO LUIZ DO NORTE,GO,1
5220280,SAO PATRICIO,GO,1
5220454,SENADOR CANEDO,GO,1
5220603,SILVANIA,GO,1
5221551,TURVELANDIA,GO,1
5221577,UIRAPURU,GO,1
5221700,URUANA,GO,1
5222054,VICENTINOPOLIS,GO,1
5222302,VILA PROPICIO,GO,1
NA,NA,NA,1
