issuanceDate,programObjectives,instrumentType,vintageStart,vintageEnd,reportingPeriodStart,reportingPeriodEnd,resourceIdentifier,resourceName,region,country,protocolCategory,protocol,totalVintageQuantity,quantity,serialNumbers,externalSerialNumber,additionalCertifications,retiredCancelled,retireOrCancelDate,retirementBeneficiary,retirementReason,retirementDetails,inputTypes,holdingIdentifier,id_projeto
2023-10-09,NA,VCU,2022-07-01,2022-12-31,2022-07-01,2022-12-31,138,Greater New Bedford LFG Utilization Project,North America,United States,Energy industries (renewable/non-renewable sources),ACM0001,69463,400,15764-716287631-716288030-VCS-VCU-2606-VER-US-1-138-01072022-31122022-1,NA,ICVCM CCP,TRUE,2024-08-23,Elderhostel Inc. DBA Road Scholar,Retirement for Person or Organization,On behalf of Elderhostel Inc. DBA Road Scholar,NA,251994,138
2023-10-09,NA,VCU,2022-07-01,2022-12-31,2022-07-01,2022-12-31,138,Greater New Bedford LFG Utilization Project,North America,United States,Energy industries (renewable/non-renewable sources),ACM0001,69463,2551,15764-716288031-716290581-VCS-VCU-2606-VER-US-1-138-01072022-31122022-1,NA,ICVCM CCP,TRUE,2024-10-15,HarbourVest Partners L.P.,Retirement for Person or Organization,On behalf of HarbourVest Partners L.P.,NA,257034,138
2023-10-09,NA,VCU,2022-07-01,2022-12-31,2022-07-01,2022-12-31,138,Greater New Bedford LFG Utilization Project,North America,United States,Energy industries (renewable/non-renewable sources),ACM0001,69463,28920,15764-716301735-716330654-VCS-VCU-2606-VER-US-1-138-01072022-31122022-1,NA,ICVCM CCP,FALSE,NA,,,,NA,258603,138
2023-10-09,NA,VCU,2022-07-01,2022-12-31,2022-07-01,2022-12-31,138,Greater New Bedford LFG Utilization Project,North America,United States,Energy industries (renewable/non-renewable sources),ACM0001,69463,15077,15764-716334985-716350061-VCS-VCU-2606-VER-US-1-138-01072022-31122022-1,NA,ICVCM CCP,FALSE,NA,,,,NA,262624,138
2023-10-09,NA,VCU,2022-07-01,2022-12-31,2022-07-01,2022-12-31,138,Greater New Bedford LFG Utilization Project,North America,United States,Energy industries (renewable/non-renewable sources),ACM0001,69463,2,15764-716290582-716290583-VCS-VCU-2606-VER-US-1-138-01072022-31122022-1,NA,ICVCM CCP,TRUE,2024-11-18,HarbourVest Partners L.P.,Retirement for Person or Organization,On behalf of HarbourVest Partners L.P.,NA,265316,138
2023-10-09,NA,VCU,2022-07-01,2022-12-31,2022-07-01,2022-12-31,138,Greater New Bedford LFG Utilization Project,North America,United States,Energy industries (renewable/non-renewable sources),ACM0001,69463,6,15764-716290584-716290589-VCS-VCU-2606-VER-US-1-138-01072022-31122022-1,NA,ICVCM CCP,TRUE,2025-03-31,Elderhostel Inc. DBA Road Scholar,Retirement for Person or Organization,On behalf of Elderhostel Inc. DBA Road Scholar,NA,270452,138
2023-10-09,NA,VCU,2022-07-01,2022-12-31,2022-07-01,2022-12-31,138,Greater New Bedford LFG Utilization Project,North America,United States,Energy industries (renewable/non-renewable sources),ACM0001,69463,9,15764-716290590-716290598-VCS-VCU-2606-VER-US-1-138-01072022-31122022-1,NA,ICVCM CCP,FALSE,NA,,,,NA,285731,138
2023-01-18,NA,VCU,2022-01-01,2022-06-30,2022-01-01,2022-06-30,138,Greater New Bedford LFG Utilization Project,North America,United States,Energy industries (renewable/non-renewable sources),ACM0001,67565,7296,14515-604226847-604234142-VCS-VCU-1590-VER-US-1-138-01012022-30062022-1,NA,ICVCM CCP,TRUE,2023-03-27,,,,NA,191508,138
2023-01-18,NA,VCU,2022-01-01,2022-06-30,2022-01-01,2022-06-30,138,Greater New Bedford LFG Utilization Project,North America,United States,Energy industries (renewable/non-renewable sources),ACM0001,67565,10195,14515-604276847-604287041-VCS-VCU-1590-VER-US-1-138-01012022-30062022-1,NA,ICVCM CCP,TRUE,2023-07-06,,,,NA,192487,138
2023-01-18,NA,VCU,2022-01-01,2022-06-30,2022-01-01,2022-06-30,138,Greater New Bedford LFG Utilization Project,North America,United States,Energy industries (renewable/non-renewable sources),ACM0001,67565,4233,14515-604234143-604238375-VCS-VCU-1590-VER-US-1-138-01012022-30062022-1,NA,ICVCM CCP,TRUE,2023-03-15,"Analysis Group, Inc.",Retirement for Person or Organization,"Analysis Group, Inc.",NA,197042,138
2023-01-18,NA,VCU,2022-01-01,2022-06-30,2022-01-01,2022-06-30,138,Greater New Bedford LFG Utilization Project,North America,United States,Energy industries (renewable/non-renewable sources),ACM0001,67565,710,14515-604238376-604239085-VCS-VCU-1590-VER-US-1-138-01012022-30062022-1,NA,ICVCM CCP,TRUE,2023-05-12,"New England Biolabs, Inc.",Retirement for Person or Organization,"On behalf of New England Biolabs, Inc.",NA,197048,138
2023-01-18,NA,VCU,2022-01-01,2022-06-30,2022-01-01,2022-06-30,138,Greater New Bedford LFG Utilization Project,North America,United States,Energy industries (renewable/non-renewable sources),ACM0001,67565,2000,14515-604239086-604241085-VCS-VCU-1590-VER-US-1-138-01012022-30062022-1,NA,ICVCM CCP,TRUE,2023-07-31,Lone Pine Capital LLC,Retirement for Person or Organization,On behalf of Lone Pine Capital LLC,NA,204826,138
2023-01-18,NA,VCU,2022-01-01,2022-06-30,2022-01-01,2022-06-30,138,Greater New Bedford LFG Utilization Project,North America,United States,Energy industries (renewable/non-renewable sources),ACM0001,67565,858,14515-604287042-604287899-VCS-VCU-1590-VER-US-1-138-01012022-30062022-1,NA,ICVCM CCP,TRUE,2024-10-18,"Environmental Defense Fund, Inc.",Retirement for Person or Organization,"On behalf of Environmental Defense Fund, Inc.",NA,209531,138
2023-01-18,NA,VCU,2022-01-01,2022-06-30,2022-01-01,2022-06-30,138,Greater New Bedford LFG Utilization Project,North America,United States,Energy industries (renewable/non-renewable sources),ACM0001,67565,800,14515-604241086-604241885-VCS-VCU-1590-VER-US-1-138-01012022-30062022-1,NA,ICVCM CCP,TRUE,2023-08-09,Elderhostel Inc. DBA Road Scholar,Retirement for Person or Organization,On behalf of Elderhostel Inc. DBA Road Scholar,NA,213315,138
2023-01-18,NA,VCU,2022-01-01,2022-06-30,2022-01-01,2022-06-30,138,Greater New Bedford LFG Utilization Project,North America,United States,Energy industries (renewable/non-renewable sources),ACM0001,67565,5699,14515-604241886-604247584-VCS-VCU-1590-VER-US-1-138-01012022-30062022-1,NA,ICVCM CCP,TRUE,2023-08-30,HarbourVest Partners L.P.,Retirement for Person or Organization,On behalf of HarbourVest Partners L.P.,NA,214087,138
2023-01-18,NA,VCU,2022-01-01,2022-06-30,2022-01-01,2022-06-30,138,Greater New Bedford LFG Utilization Project,North America,United States,Energy industries (renewable/non-renewable sources),ACM0001,67565,321,14515-604247585-604247905-VCS-VCU-1590-VER-US-1-138-01012022-30062022-1,NA,ICVCM CCP,TRUE,2023-09-25,Be Westbourne LLC,Retirement for Person or Organization,On behalf of Be Westbourne LLC.,NA,215959,138
2023-01-18,NA,VCU,2022-01-01,2022-06-30,2022-01-01,2022-06-30,138,Greater New Bedford LFG Utilization Project,North America,United States,Energy industries (renewable/non-renewable sources),ACM0001,67565,230,14515-604247906-604248135-VCS-VCU-1590-VER-US-1-138-01012022-30062022-1,NA,ICVCM CCP,TRUE,2023-10-09,,,,NA,218659,138
2023-01-18,NA,VCU,2022-01-01,2022-06-30,2022-01-01,2022-06-30,138,Greater New Bedford LFG Utilization Project,North America,United States,Energy industries (renewable/non-renewable sources),ACM0001,67565,28,14515-604248136-604248163-VCS-VCU-1590-VER-US-1-138-01012022-30062022-1,NA,ICVCM CCP,TRUE,2023-10-24,HarbourVest Global Private Equity Limited,Retirement for Person or Organization,on behalf of HarbourVest Global Private Equity Limited,NA,220257,138
2023-01-18,NA,VCU,2022-01-01,2022-06-30,2022-01-01,2022-06-30,138,Greater New Bedford LFG Utilization Project,North America,United States,Energy industries (renewable/non-renewable sources),ACM0001,67565,28,14515-604248164-604248191-VCS-VCU-1590-VER-US-1-138-01012022-30062022-1,NA,ICVCM CCP,TRUE,2023-10-27,HarbourVest Global Private Equity Limited,Retirement for Person or Organization,on behalf of HarbourVest Global Private Equity Limited,NA,221386,138
2023-01-18,NA,VCU,2022-01-01,2022-06-30,2022-01-01,2022-06-30,138,Greater New Bedford LFG Utilization Project,North America,United States,Energy industries (renewable/non-renewable sources),ACM0001,67565,14000,14515-604248192-604262191-VCS-VCU-1590-VER-US-1-138-01012022-30062022-1,NA,ICVCM CCP,TRUE,2024-02-02,,,,NA,221763,138
2023-01-18,NA,VCU,2022-01-01,2022-06-30,2022-01-01,2022-06-30,138,Greater New Bedford LFG Utilization Project,North America,United States,Energy industries (renewable/non-renewable sources),ACM0001,67565,200,14515-604262192-604262391-VCS-VCU-1590-VER-US-1-138-01012022-30062022-1,NA,ICVCM CCP,TRUE,2024-01-17,"Steven Madden, Ltd.",Retirement for Person or Organization,"On behalf of Steve Madden, Ltd.",NA,232417,138
2023-01-18,NA,VCU,2022-01-01,2022-06-30,2022-01-01,2022-06-30,138,Greater New Bedford LFG Utilization Project,North America,United States,Energy industries (renewable/non-renewable sources),ACM0001,67565,1182,14515-604262392-604263573-VCS-VCU-1590-VER-US-1-138-01012022-30062022-1,NA,ICVCM CCP,TRUE,2024-01-22,Thornton Tomasetti,Retirement for Person or Organization,On behalf of Thornton Tomasetti,NA,232789,138
2023-01-18,NA,VCU,2022-01-01,2022-06-30,2022-01-01,2022-06-30,138,Greater New Bedford LFG Utilization Project,North America,United States,Energy industries (renewable/non-renewable sources),ACM0001,67565,800,14515-604263574-604264373-VCS-VCU-1590-VER-US-1-138-01012022-30062022-1,NA,ICVCM CCP,TRUE,2024-03-26,Elderhostel Inc. DBA Road Scholar,Retirement for Person or Organization,On behalf of Elderhostel Inc. DBA Road Scholar,NA,233354,138
2023-01-18,NA,VCU,2022-01-01,2022-06-30,2022-01-01,2022-06-30,138,Greater New Bedford LFG Utilization Project,North America,United States,Energy industries (renewable/non-renewable sources),ACM0001,67565,6709,14515-604264374-604271082-VCS-VCU-1590-VER-US-1-138-01012022-30062022-1,NA,ICVCM CCP,TRUE,2024-04-15,The Simons Foundation,Retirement for Person or Organization,On behalf of The Simons Foundation,NA,240647,138
2023-01-18,NA,VCU,2022-01-01,2022-06-30,2022-01-01,2022-06-30,138,Greater New Bedford LFG Utilization Project,North America,United States,Energy industries (renewable/non-renewable sources),ACM0001,67565,1037,14515-604271083-604272119-VCS-VCU-1590-VER-US-1-138-01012022-30062022-1,NA,ICVCM CCP,TRUE,2024-05-20,"Charlesbank Capital Partners, LLC",Retirement for Person or Organization,"On behalf of Charlesbank Capital Partners, LLC",NA,242548,138
2023-01-18,NA,VCU,2022-01-01,2022-06-30,2022-01-01,2022-06-30,138,Greater New Bedford LFG Utilization Project,North America,United States,Energy industries (renewable/non-renewable sources),ACM0001,67565,99,14515-604272120-604272218-VCS-VCU-1590-VER-US-1-138-01012022-30062022-1,NA,ICVCM CCP,TRUE,2024-09-06,"Steven Madden, Ltd.",Retirement for Person or Organization,"On behalf of Steven Madden, Ltd. - 2023 Ecommerce Shipping",NA,246528,138
2023-01-18,NA,VCU,2022-01-01,2022-06-30,2022-01-01,2022-06-30,138,Greater New Bedford LFG Utilization Project,North America,United States,Energy industries (renewable/non-renewable sources),ACM0001,67565,26,14515-604272219-604272244-VCS-VCU-1590-VER-US-1-138-01012022-30062022-1,NA,ICVCM CCP,TRUE,2025-01-08,HarbourVest Global Private Equity Limited,Retirement for Person or Organization,On Behalf of HarbourVest Global Private Equity Limited,NA,258752,138
2023-01-18,NA,VCU,2022-01-01,2022-06-30,2022-01-01,2022-06-30,138,Greater New Bedford LFG Utilization Project,North America,United States,Energy industries (renewable/non-renewable sources),ACM0001,67565,56,14515-604287900-604287955-VCS-VCU-1590-VER-US-1-138-01012022-30062022-1,NA,ICVCM CCP,TRUE,2025-01-08,IFMA Facility Fusion Boston,Retirement for Person or Organization,On behalf of IFMA Facility Fusion Boston,NA,265532,138
2023-01-18,NA,VCU,2022-01-01,2022-06-30,2022-01-01,2022-06-30,138,Greater New Bedford LFG Utilization Project,North America,United States,Energy industries (renewable/non-renewable sources),ACM0001,67565,80,14515-604272245-604272324-VCS-VCU-1590-VER-US-1-138-01012022-30062022-1,NA,ICVCM CCP,TRUE,2025-01-09,Boston Trust Walden,Retirement for Person or Organization,On behalf of Boston Trust Walden,NA,278020,138
2023-01-18,NA,VCU,2022-01-01,2022-06-30,2022-01-01,2022-06-30,138,Greater New Bedford LFG Utilization Project,North America,United States,Energy industries (renewable/non-renewable sources),ACM0001,67565,177,14515-604287956-604288132-VCS-VCU-1590-VER-US-1-138-01012022-30062022-1,NA,ICVCM CCP,TRUE,2025-01-10,Whale Rock Capital,Retirement for Person or Organization,On behalf of Whale Rock Capital,NA,278390,138
2023-01-18,NA,VCU,2022-01-01,2022-06-30,2022-01-01,2022-06-30,138,Greater New Bedford LFG Utilization Project,North America,United States,Energy industries (renewable/non-renewable sources),ACM0001,67565,4522,14515-604272325-604276846-VCS-VCU-1590-VER-US-1-138-01012022-30062022-1,NA,ICVCM CCP,TRUE,2025-02-07,National Geographic Society,Retirement for Person or Organization,On behalf of National Geographic Society,NA,278491,138
2023-01-18,NA,VCU,2022-01-01,2022-06-30,2022-01-01,2022-06-30,138,Greater New Bedford LFG Utilization Project,North America,United States,Energy industries (renewable/non-renewable sources),ACM0001,67565,3030,14515-604288133-604291162-VCS-VCU-1590-VER-US-1-138-01012022-30062022-1,NA,ICVCM CCP,TRUE,2025-02-07,National Geographic Society,Retirement for Person or Organization,On behalf of National Geographic Society,NA,278564,138
2023-01-18,NA,VCU,2022-01-01,2022-06-30,2022-01-01,2022-06-30,138,Greater New Bedford LFG Utilization Project,North America,United States,Energy industries (renewable/non-renewable sources),ACM0001,67565,400,14515-604291163-604291562-VCS-VCU-1590-VER-US-1-138-01012022-30062022-1,NA,ICVCM CCP,TRUE,2025-02-21,Elderhostel Inc. DBA Road Scholar,Retirement for Person or Organization,On behalf of Elderhostel Inc. DBA Road Scholar,NA,280898,138
2023-01-18,NA,VCU,2022-01-01,2022-06-30,2022-01-01,2022-06-30,138,Greater New Bedford LFG Utilization Project,North America,United States,Energy industries (renewable/non-renewable sources),ACM0001,67565,2849,14515-604291563-604294411-VCS-VCU-1590-VER-US-1-138-01012022-30062022-1,NA,ICVCM CCP,FALSE,NA,,,,NA,282006,138
2022-05-12,NA,VCU,2021-04-01,2021-12-31,2021-04-01,2021-12-31,138,Greater New Bedford LFG Utilization Project,North America,United States,Energy industries (renewable/non-renewable sources),ACM0001,78585,2,13063-469605554-469605555-VCS-VCU-1590-VER-US-1-138-01042021-31122021-1,NA,ICVCM CCP,TRUE,2023-09-30,Cloverly Partners,Retirement for Person or Organization,Retired on Behalf of Cloverly Partners,NA,168807,138
2022-05-12,NA,VCU,2021-04-01,2021-12-31,2021-04-01,2021-12-31,138,Greater New Bedford LFG Utilization Project,North America,United States,Energy industries (renewable/non-renewable sources),ACM0001,78585,10000,13063-469630554-469640553-VCS-VCU-1590-VER-US-1-138-01042021-31122021-1,NA,ICVCM CCP,TRUE,2024-12-31,"BXP, Inc.",Retirement for Person or Organization,"Retired on behalf of BXP, Inc. to mitigate residual Scope 1 and Scope 2 greenhouse gas emissions. This action is part of BXP Inc.’s commitment to achieving carbon neutrality for energy-related emissions.",NA,170028,138
2022-05-12,NA,VCU,2021-04-01,2021-12-31,2021-04-01,2021-12-31,138,Greater New Bedford LFG Utilization Project,North America,United States,Energy industries (renewable/non-renewable sources),ACM0001,78585,1000,13063-469655554-469656553-VCS-VCU-1590-VER-US-1-138-01042021-31122021-1,NA,ICVCM CCP,TRUE,2024-10-09,,,,NA,170104,138
2022-05-12,NA,VCU,2021-04-01,2021-12-31,2021-04-01,2021-12-31,138,Greater New Bedford LFG Utilization Project,North America,United States,Energy industries (renewable/non-renewable sources),ACM0001,78585,150,13063-469630296-469630445-VCS-VCU-1590-VER-US-1-138-01042021-31122021-1,NA,ICVCM CCP,TRUE,2024-10-08,,,,NA,171481,138
2022-05-12,NA,VCU,2021-04-01,2021-12-31,2021-04-01,2021-12-31,138,Greater New Bedford LFG Utilization Project,North America,United States,Energy industries (renewable/non-renewable sources),ACM0001,78585,10000,13063-469670554-469680553-VCS-VCU-1590-VER-US-1-138-01042021-31122021-1,NA,ICVCM CCP,TRUE,2022-08-23,Carbonfund.org Foundation,Retail Program Requirements,Retired on behalf of Carbonfund.org's partner Atlantic Aviation FBO INC.,NA,173971,138
2022-05-12,NA,VCU,2021-04-01,2021-12-31,2021-04-01,2021-12-31,138,Greater New Bedford LFG Utilization Project,North America,United States,Energy industries (renewable/non-renewable sources),ACM0001,78585,543,13063-469683554-469684096-VCS-VCU-1590-VER-US-1-138-01042021-31122021-1,NA,ICVCM CCP,TRUE,2023-03-21,"Charlesbank Capital Partners, LLC",Retirement for Person or Organization,"On behalf of Charlesbank Capital Partners, LLC",NA,174245,138
2022-05-12,NA,VCU,2021-04-01,2021-12-31,2021-04-01,2021-12-31,138,Greater New Bedford LFG Utilization Project,North America,United States,Energy industries (renewable/non-renewable sources),ACM0001,78585,1500,13063-469680554-469682053-VCS-VCU-1590-VER-US-1-138-01042021-31122021-1,NA,ICVCM CCP,TRUE,2022-08-23,,,,NA,176151,138
2022-05-12,NA,VCU,2021-04-01,2021-12-31,2021-04-01,2021-12-31,138,Greater New Bedford LFG Utilization Project,North America,United States,Energy industries (renewable/non-renewable sources),ACM0001,78585,1500,13063-469682054-469683553-VCS-VCU-1590-VER-US-1-138-01042021-31122021-1,NA,ICVCM CCP,TRUE,2022-09-30,,,,NA,176153,138
2022-05-12,NA,VCU,2021-04-01,2021-12-31,2021-04-01,2021-12-31,138,Greater New Bedford LFG Utilization Project,North America,United States,Energy industries (renewable/non-renewable sources),ACM0001,78585,2074,13063-469610554-469612627-VCS-VCU-1590-VER-US-1-138-01042021-31122021-1,NA,ICVCM CCP,TRUE,2023-04-02,Edlen & Co.,Retirement for Person or Organization,Retired on behalf of Edlen & Co.,NA,196124,138
2022-05-12,NA,VCU,2021-04-01,2021-12-31,2021-04-01,2021-12-31,138,Greater New Bedford LFG Utilization Project,North America,United States,Energy industries (renewable/non-renewable sources),ACM0001,78585,42,13063-469684097-469684138-VCS-VCU-1590-VER-US-1-138-01042021-31122021-1,NA,ICVCM CCP,FALSE,NA,,,,NA,197647,138
2022-05-12,NA,VCU,2021-04-01,2021-12-31,2021-04-01,2021-12-31,138,Greater New Bedford LFG Utilization Project,North America,United States,Energy industries (renewable/non-renewable sources),ACM0001,78585,3392,13063-469612628-469616019-VCS-VCU-1590-VER-US-1-138-01042021-31122021-1,NA,ICVCM CCP,TRUE,2023-04-02,BEF Customers,Retirement for Person or Organization,BEF Customers,NA,198812,138
2022-05-12,NA,VCU,2021-04-01,2021-12-31,2021-04-01,2021-12-31,138,Greater New Bedford LFG Utilization Project,North America,United States,Energy industries (renewable/non-renewable sources),ACM0001,78585,11946,13063-469616020-469627965-VCS-VCU-1590-VER-US-1-138-01042021-31122021-1,NA,ICVCM CCP,TRUE,2024-04-21,BEF Customers,Retirement for Person or Organization,Retired on behalf of CN Contract Customers,NA,198840,138
2022-05-12,NA,VCU,2021-04-01,2021-12-31,2021-04-01,2021-12-31,138,Greater New Bedford LFG Utilization Project,North America,United States,Energy industries (renewable/non-renewable sources),ACM0001,78585,2715,13063-469605556-469608270-VCS-VCU-1590-VER-US-1-138-01042021-31122021-1,NA,ICVCM CCP,TRUE,2024-04-21,OXO International Ltd,Retirement for Person or Organization,Retired on behalf of OXO International Ltd,NA,202672,138
2022-05-12,NA,VCU,2021-04-01,2021-12-31,2021-04-01,2021-12-31,138,Greater New Bedford LFG Utilization Project,North America,United States,Energy industries (renewable/non-renewable sources),ACM0001,78585,1199,13063-469608271-469609469-VCS-VCU-1590-VER-US-1-138-01042021-31122021-1,NA,ICVCM CCP,TRUE,2024-04-21,Wannabeco Ltd t/a Beco,Retirement for Person or Organization,Retired on behalf of Wannabeco Ltd t/a Beco,NA,243163,138
2022-05-12,NA,VCU,2021-04-01,2021-12-31,2021-04-01,2021-12-31,138,Greater New Bedford LFG Utilization Project,North America,United States,Energy industries (renewable/non-renewable sources),ACM0001,78585,1084,13063-469609470-469610553-VCS-VCU-1590-VER-US-1-138-01042021-31122021-1,NA,ICVCM CCP,TRUE,2024-04-21,BEF Customers,Retirement for Person or Organization,Retired on behalf of BEF Customers,NA,243164,138
2022-05-12,NA,VCU,2021-04-01,2021-12-31,2021-04-01,2021-12-31,138,Greater New Bedford LFG Utilization Project,North America,United States,Energy industries (renewable/non-renewable sources),ACM0001,78585,1330,13063-469627966-469629295-VCS-VCU-1590-VER-US-1-138-01042021-31122021-1,NA,ICVCM CCP,TRUE,2024-04-21,BEF Customers,Retirement for Person or Organization,Retired on behalf of BEF Customers,NA,243167,138
2022-05-12,NA,VCU,2021-04-01,2021-12-31,2021-04-01,2021-12-31,138,Greater New Bedford LFG Utilization Project,North America,United States,Energy industries (renewable/non-renewable sources),ACM0001,78585,1000,13063-469629296-469630295-VCS-VCU-1590-VER-US-1-138-01042021-31122021-1,NA,ICVCM CCP,FALSE,NA,,,,NA,243186,138
2022-05-12,NA,VCU,2021-04-01,2021-12-31,2021-04-01,2021-12-31,138,Greater New Bedford LFG Utilization Project,North America,United States,Energy industries (renewable/non-renewable sources),ACM0001,78585,108,13063-469630446-469630553-VCS-VCU-1590-VER-US-1-138-01042021-31122021-1,NA,ICVCM CCP,FALSE,NA,,,,NA,264646,138
2022-05-12,NA,VCU,2021-04-01,2021-12-31,2021-04-01,2021-12-31,138,Greater New Bedford LFG Utilization Project,North America,United States,Energy industries (renewable/non-renewable sources),ACM0001,78585,150,13063-469656554-469656703-VCS-VCU-1590-VER-US-1-138-01042021-31122021-1,NA,ICVCM CCP,TRUE,2025-04-03,Dundee Resort Development LLC dba Arapahoe Basin Ski Area,Retirement for Person or Organization,2023/2024 Company Emissions,NA,264722,138
2022-05-12,NA,VCU,2021-04-01,2021-12-31,2021-04-01,2021-12-31,138,Greater New Bedford LFG Utilization Project,North America,United States,Energy industries (renewable/non-renewable sources),ACM0001,78585,500,13063-469642054-469642553-VCS-VCU-1590-VER-US-1-138-01042021-31122021-1,NA,ICVCM CCP,TRUE,2025-03-27,"BXP, Inc.",Retirement for Person or Organization,"Retired on behalf of BXP, Inc. to mitigate residual Scope 1 and Scope 2 greenhouse gas emissions. This action is part of BXP Inc.’s commitment to achieving carbon neutrality for energy-related emissions.",NA,271005,138
2022-05-12,NA,VCU,2021-04-01,2021-12-31,2021-04-01,2021-12-31,138,Greater New Bedford LFG Utilization Project,North America,United States,Energy industries (renewable/non-renewable sources),ACM0001,78585,1481,13063-469640554-469642034-VCS-VCU-1590-VER-US-1-138-01042021-31122021-1,NA,ICVCM CCP,TRUE,2025-05-23,EnviroAg LLC,Retirement for Person or Organization,2024 Feed Emissions,NA,277552,138
2022-05-12,NA,VCU,2021-04-01,2021-12-31,2021-04-01,2021-12-31,138,Greater New Bedford LFG Utilization Project,North America,United States,Energy industries (renewable/non-renewable sources),ACM0001,78585,13850,13063-469656704-469670553-VCS-VCU-1590-VER-US-1-138-01042021-31122021-1,NA,ICVCM CCP,FALSE,NA,,,,NA,279972,138
