issuanceDate,programObjectives,instrumentType,vintageStart,vintageEnd,reportingPeriodStart,reportingPeriodEnd,resourceIdentifier,resourceName,region,country,protocolCategory,protocol,totalVintageQuantity,quantity,serialNumbers,externalSerialNumber,additionalCertifications,retiredCancelled,retireOrCancelDate,retirementBeneficiary,retirementReason,retirementDetails,inputTypes,holdingIdentifier,id_projeto
2023-05-25,NA,VCU,2015-10-01,2020-08-07,2015-10-01,2020-08-07,1503,RESEX Rio Preto-Jacundá REDD+ Project,Latin America,Brazil,Agriculture Forestry and Other Land Use,VM0015,151801,11,15178-660567988-660567998-VCS-VCU-261-VER-BR-14-1503-01102015-07082020-1,NA,CCB-Biodiversity Gold; CCB-Community Gold,TRUE,2024-02-27,ANCAT & AMBEL – Coleta Seletiva do Carnaval de São Paulo 2024,Retirement for Person or Organization,"Este certificado atesta a Neutralização de 11 toneladas de CO2 equivalentes em Reduções Verificadas de Emissõesgeradas pelo Projeto Jacundá REDD+ a partir do selo Verified Carbon Standard para neutralização referente ao escopo 1, 2 e 3 do inventário GEE do evento supracitado.",NA,231801,1503
2023-05-25,NA,VCU,2015-10-01,2020-08-07,2015-10-01,2020-08-07,1503,RESEX Rio Preto-Jacundá REDD+ Project,Latin America,Brazil,Agriculture Forestry and Other Land Use,VM0015,151801,318,15178-660535333-660535650-VCS-VCU-261-VER-BR-14-1503-01102015-07082020-1,NA,CCB-Biodiversity Gold; CCB-Community Gold,TRUE,2024-02-27,,,,NA,233628,1503
2023-05-25,NA,VCU,2015-10-01,2020-08-07,2015-10-01,2020-08-07,1503,RESEX Rio Preto-Jacundá REDD+ Project,Latin America,Brazil,Agriculture Forestry and Other Land Use,VM0015,151801,1398,15178-660536279-660537676-VCS-VCU-261-VER-BR-14-1503-01102015-07082020-1,NA,CCB-Biodiversity Gold; CCB-Community Gold,TRUE,2024-04-03,ANTILHAS GRÁFICA E EMBALAGENS,Retirement for Person or Organization,Este certificado atesta a compensação de 1.398 toneladas de CO2 equivalentes em Reduções Verificadas de Emissões geradas pelo Projeto REDD+ Rio Preto Jacundá (projeto auditado por: Earthood Services Private Limited) para neutralização referente ao inventário GEE do ano 2023.,NA,236524,1503
2023-05-25,NA,VCU,2015-10-01,2020-08-07,2015-10-01,2020-08-07,1503,RESEX Rio Preto-Jacundá REDD+ Project,Latin America,Brazil,Agriculture Forestry and Other Land Use,VM0015,151801,560,15178-660535651-660536210-VCS-VCU-261-VER-BR-14-1503-01102015-07082020-1,NA,CCB-Biodiversity Gold; CCB-Community Gold,TRUE,2024-02-27,,,,NA,236525,1503
2023-05-25,NA,VCU,2015-10-01,2020-08-07,2015-10-01,2020-08-07,1503,RESEX Rio Preto-Jacundá REDD+ Project,Latin America,Brazil,Agriculture Forestry and Other Land Use,VM0015,151801,20,15178-660536211-660536230-VCS-VCU-261-VER-BR-14-1503-01102015-07082020-1,NA,CCB-Biodiversity Gold; CCB-Community Gold,TRUE,2024-02-27,,,,NA,236527,1503
2023-05-25,NA,VCU,2015-10-01,2020-08-07,2015-10-01,2020-08-07,1503,RESEX Rio Preto-Jacundá REDD+ Project,Latin America,Brazil,Agriculture Forestry and Other Land Use,VM0015,151801,18,15178-660536231-660536248-VCS-VCU-261-VER-BR-14-1503-01102015-07082020-1,NA,CCB-Biodiversity Gold; CCB-Community Gold,TRUE,2024-02-27,,,,NA,236530,1503
2023-05-25,NA,VCU,2015-10-01,2020-08-07,2015-10-01,2020-08-07,1503,RESEX Rio Preto-Jacundá REDD+ Project,Latin America,Brazil,Agriculture Forestry and Other Land Use,VM0015,151801,25,15178-660536249-660536273-VCS-VCU-261-VER-BR-14-1503-01102015-07082020-1,NA,CCB-Biodiversity Gold; CCB-Community Gold,TRUE,2024-05-03,,,,NA,236532,1503
2023-05-25,NA,VCU,2015-10-01,2020-08-07,2015-10-01,2020-08-07,1503,RESEX Rio Preto-Jacundá REDD+ Project,Latin America,Brazil,Agriculture Forestry and Other Land Use,VM0015,151801,10,15178-660567999-660568008-VCS-VCU-261-VER-BR-14-1503-01102015-07082020-1,NA,CCB-Biodiversity Gold; CCB-Community Gold,TRUE,2024-02-28,Ecoa Capital,Retirement for Person or Organization,Este certificado atesta a Neutralização de 10 toneladas de CO2 equivalentes em Reduções Verificadas de Emissões geradas pelo Projeto REDD+ Jacundá a partir do selo Verified Carbon Standard para neutralização referente às emissões corporativas do ano 2023.,NA,236545,1503
2023-05-25,NA,VCU,2015-10-01,2020-08-07,2015-10-01,2020-08-07,1503,RESEX Rio Preto-Jacundá REDD+ Project,Latin America,Brazil,Agriculture Forestry and Other Land Use,VM0015,151801,13,15178-660568009-660568021-VCS-VCU-261-VER-BR-14-1503-01102015-07082020-1,NA,CCB-Biodiversity Gold; CCB-Community Gold,TRUE,2024-03-06,BC GESTÃO DE RECURSOS LTDA (BRASIL CAPITAL),Retirement for Person or Organization,"Este certificado atesta a Neutralização de 13 toneladas de CO2 equivalentes em Reduções Verificadas de Emissões geradas pelo Projeto REDD+ Resex Rio Preto-Jacundá, a partir do selo Verified Carbon Standard, para neutralização das emissões de escopo 1, 2 e 3 de 2023 – Carbono Neutro.",NA,236621,1503
2023-05-25,NA,VCU,2015-10-01,2020-08-07,2015-10-01,2020-08-07,1503,RESEX Rio Preto-Jacundá REDD+ Project,Latin America,Brazil,Agriculture Forestry and Other Land Use,VM0015,151801,24,15178-660568022-660568045-VCS-VCU-261-VER-BR-14-1503-01102015-07082020-1,NA,CCB-Biodiversity Gold; CCB-Community Gold,TRUE,2024-03-19,"KRONBAUER, GUTTMAN E LORENZ ENGENHARIA",Retirement for Person or Organization,Este certificado atesta a Neutralização de 24 toneladas de CO2 equivalentes em Reduções Verificadas de Emissões geradas pelo Projeto REDD+ Jacundá a partir do selo Verified Carbon Standard para neutralização referente às emissões do ano 2023.,NA,237526,1503
2023-05-25,NA,VCU,2015-10-01,2020-08-07,2015-10-01,2020-08-07,1503,RESEX Rio Preto-Jacundá REDD+ Project,Latin America,Brazil,Agriculture Forestry and Other Land Use,VM0015,151801,40,15178-660543279-660543318-VCS-VCU-261-VER-BR-14-1503-01102015-07082020-1,NA,CCB-Biodiversity Gold; CCB-Community Gold,TRUE,2024-03-14,,,,NA,237994,1503
2023-05-25,NA,VCU,2015-10-01,2020-08-07,2015-10-01,2020-08-07,1503,RESEX Rio Preto-Jacundá REDD+ Project,Latin America,Brazil,Agriculture Forestry and Other Land Use,VM0015,151801,222,15178-660543629-660543850-VCS-VCU-261-VER-BR-14-1503-01102015-07082020-1,NA,CCB-Biodiversity Gold; CCB-Community Gold,TRUE,2024-04-17,,,,NA,238632,1503
2023-05-25,NA,VCU,2015-10-01,2020-08-07,2015-10-01,2020-08-07,1503,RESEX Rio Preto-Jacundá REDD+ Project,Latin America,Brazil,Agriculture Forestry and Other Land Use,VM0015,151801,15,15178-660543319-660543333-VCS-VCU-261-VER-BR-14-1503-01102015-07082020-1,NA,CCB-Biodiversity Gold; CCB-Community Gold,TRUE,2024-08-02,,,,NA,238633,1503
2023-05-25,NA,VCU,2015-10-01,2020-08-07,2015-10-01,2020-08-07,1503,RESEX Rio Preto-Jacundá REDD+ Project,Latin America,Brazil,Agriculture Forestry and Other Land Use,VM0015,151801,149,15178-660568046-660568194-VCS-VCU-261-VER-BR-14-1503-01102015-07082020-1,NA,CCB-Biodiversity Gold; CCB-Community Gold,TRUE,2024-06-07,CONCESSIONÁRIA DAS RODOVIAS AYRTON SENNA E CARVALHO PINTO S/A - ECOPISTAS,Retirement for Person or Organization,Aposentadoria e retirada permanente de circulação do mercado em nome da CONCESSIONÁRIA DAS RODOVIAS AYRTON SENNA E CARVALHO PINTO S/A - ECOPISTAS referente as emissões corporativas de Escopo 1 para a neutralização de emissões de gases de efeito estufa do Grupo EcoRodovias do ano de 2023; Retirement on behalf of neutralization of greenhouse gas emissions by the EcoRodovias Group referring to corporate emissions of Scope 1 of the year 2023,NA,239724,1503
2023-05-25,NA,VCU,2015-10-01,2020-08-07,2015-10-01,2020-08-07,1503,RESEX Rio Preto-Jacundá REDD+ Project,Latin America,Brazil,Agriculture Forestry and Other Land Use,VM0015,151801,145,15178-660537677-660537821-VCS-VCU-261-VER-BR-14-1503-01102015-07082020-1,NA,CCB-Biodiversity Gold; CCB-Community Gold,TRUE,2024-05-14,CI&T SOFTWARE S/A,Retirement for Person or Organization,"Aposentadoria permanente de circulação do mercado em nome da CI&T SOFTWARE S/A referente às emissões corporativas de Escopo [1,2 e 3] do ano de [01/01/2023 a 31/12/2023]. / Retirement on behalf of CI&T SOFTWARE S/A referring to corporate emissions of Scope [1,2 and 3]of the year [01/01/2023 to 31/12/2023].",NA,241394,1503
2023-05-25,NA,VCU,2015-10-01,2020-08-07,2015-10-01,2020-08-07,1503,RESEX Rio Preto-Jacundá REDD+ Project,Latin America,Brazil,Agriculture Forestry and Other Land Use,VM0015,151801,1000,15178-660543851-660544850-VCS-VCU-261-VER-BR-14-1503-01102015-07082020-1,NA,CCB-Biodiversity Gold; CCB-Community Gold,TRUE,2024-05-07,Compensación Huella de Carbono de Aquaservice 2023,Retirement for Person or Organization,,NA,242792,1503
2023-05-25,NA,VCU,2015-10-01,2020-08-07,2015-10-01,2020-08-07,1503,RESEX Rio Preto-Jacundá REDD+ Project,Latin America,Brazil,Agriculture Forestry and Other Land Use,VM0015,151801,5,15178-660536274-660536278-VCS-VCU-261-VER-BR-14-1503-01102015-07082020-1,NA,CCB-Biodiversity Gold; CCB-Community Gold,TRUE,2024-08-02,,,,NA,245002,1503
2023-05-25,NA,VCU,2015-10-01,2020-08-07,2015-10-01,2020-08-07,1503,RESEX Rio Preto-Jacundá REDD+ Project,Latin America,Brazil,Agriculture Forestry and Other Land Use,VM0015,151801,45,15178-660544851-660544895-VCS-VCU-261-VER-BR-14-1503-01102015-07082020-1,NA,CCB-Biodiversity Gold; CCB-Community Gold,TRUE,2024-05-07,ECOPALACE COMERCIO DE RESÍDUOS E SUCATAS LTDA,Retirement for Person or Organization,I am offsetting the carbon footprint of my organization.,NA,245164,1503
2023-05-25,NA,VCU,2015-10-01,2020-08-07,2015-10-01,2020-08-07,1503,RESEX Rio Preto-Jacundá REDD+ Project,Latin America,Brazil,Agriculture Forestry and Other Land Use,VM0015,151801,30,15178-660544896-660544925-VCS-VCU-261-VER-BR-14-1503-01102015-07082020-1,NA,CCB-Biodiversity Gold; CCB-Community Gold,TRUE,2024-05-10,Geo Capital Gestora de Recursos LTDA,Retirement for Person or Organization,"Neutralização voluntária de emissões de carbono de escopo 1, 2 e 3 do ano de 2023 em nome da Geo Capital / Voluntary offset of carbon emissions from scopes 1, 2 and 3 in 2023 on behalf of Geo Capital",NA,245242,1503
2023-05-25,NA,VCU,2015-10-01,2020-08-07,2015-10-01,2020-08-07,1503,RESEX Rio Preto-Jacundá REDD+ Project,Latin America,Brazil,Agriculture Forestry and Other Land Use,VM0015,151801,15,15178-660544926-660544940-VCS-VCU-261-VER-BR-14-1503-01102015-07082020-1,NA,CCB-Biodiversity Gold; CCB-Community Gold,TRUE,2024-05-14,CI&T SOFTWARE S/A,Retirement for Person or Organization,"Aposentadoria permanente de circulação do mercado em nome da CI&T SOFTWARE S/A referente às emissões corporativas de Escopo [1,2 e 3] do ano de [01/01/2023 a 31/12/2023]. / Retirement on behalf of CI&T SOFTWARE S/A referring to corporate emissions of Scope [1,2 and 3]of the year [01/01/2023 to 31/12/2023].",NA,245571,1503
2023-05-25,NA,VCU,2015-10-01,2020-08-07,2015-10-01,2020-08-07,1503,RESEX Rio Preto-Jacundá REDD+ Project,Latin America,Brazil,Agriculture Forestry and Other Land Use,VM0015,151801,756,15178-660537822-660538577-VCS-VCU-261-VER-BR-14-1503-01102015-07082020-1,NA,CCB-Biodiversity Gold; CCB-Community Gold,TRUE,2024-05-17,ASPIL Aspiração Industrial e Serviços LTDA,Retirement for Person or Organization,Este certificado atesta a neutralização de 756 toneladas de CO2 equivalentes em Reduções Verificadas de Emissões geradas pelo Projeto REDD+ Jacundá para neutralização referente ao inventário GEE do ano 2022,NA,246081,1503
2023-05-25,NA,VCU,2015-10-01,2020-08-07,2015-10-01,2020-08-07,1503,RESEX Rio Preto-Jacundá REDD+ Project,Latin America,Brazil,Agriculture Forestry and Other Land Use,VM0015,151801,11,15178-660538578-660538588-VCS-VCU-261-VER-BR-14-1503-01102015-07082020-1,NA,CCB-Biodiversity Gold; CCB-Community Gold,TRUE,2024-05-20,KIA Brasil Trading,Retirement for Person or Organization,"Este certificado atesta a Neutralização de 11 toneladas de CO2 equivalentes em Reduções Verificadas de Emissões geradas pelo Projeto REDD+ Jacundá a partir do selo Verified Carbon Standard para neutralização das emissões de carbono de 1 veículo KIA NIRO HÍBRIDO chassi nº KNACR81EGR5125669, até 160 mil Km (PBEV: 68g CO2/km).",NA,246421,1503
2023-05-25,NA,VCU,2015-10-01,2020-08-07,2015-10-01,2020-08-07,1503,RESEX Rio Preto-Jacundá REDD+ Project,Latin America,Brazil,Agriculture Forestry and Other Land Use,VM0015,151801,721,15178-660539282-660540002-VCS-VCU-261-VER-BR-14-1503-01102015-07082020-1,NA,CCB-Biodiversity Gold; CCB-Community Gold,TRUE,2024-05-23,Serviço Nacional de Aprendizagem do Cooperativismo - Sescoop,Retirement for Person or Organization,Aposentadoria para neutralização das emissões de GEE do XV Congresso Brasileiro do Cooperativismo,NA,246446,1503
2023-05-25,NA,VCU,2015-10-01,2020-08-07,2015-10-01,2020-08-07,1503,RESEX Rio Preto-Jacundá REDD+ Project,Latin America,Brazil,Agriculture Forestry and Other Land Use,VM0015,151801,11,15178-660538589-660538599-VCS-VCU-261-VER-BR-14-1503-01102015-07082020-1,NA,CCB-Biodiversity Gold; CCB-Community Gold,TRUE,2024-05-20,KIA Brasil Trading,Retirement for Person or Organization,"Este certificado atesta a Neutralização de 11 toneladas de CO2 equivalentes em Reduções Verificadas de Emissões geradas pelo Projeto REDD+ Jacundá a partir do selo Verified Carbon Standard para neutralização das emissões de carbono de 1 veículo KIA NIRO HÍBRIDO chassi nº KNACT81EGR5137580, até 160 mil Km (PBEV: 68g CO2/km).",NA,246497,1503
2023-05-25,NA,VCU,2015-10-01,2020-08-07,2015-10-01,2020-08-07,1503,RESEX Rio Preto-Jacundá REDD+ Project,Latin America,Brazil,Agriculture Forestry and Other Land Use,VM0015,151801,11,15178-660538600-660538610-VCS-VCU-261-VER-BR-14-1503-01102015-07082020-1,NA,CCB-Biodiversity Gold; CCB-Community Gold,TRUE,2024-05-20,KIA Brasil Trading,Retirement for Person or Organization,"Este certificado atesta a Neutralização de 11 toneladas de CO2 equivalentes em Reduções Verificadas de Emissões geradas pelo Projeto REDD+ Jacundá a partir do selo Verified Carbon Standard para neutralização das emissões de carbono de 1 veículo KIA NIRO HÍBRIDO chassi nº KNACT81EGR5137605, até 160 mil Km (PBEV: 68g CO2/km).",NA,246498,1503
2023-05-25,NA,VCU,2015-10-01,2020-08-07,2015-10-01,2020-08-07,1503,RESEX Rio Preto-Jacundá REDD+ Project,Latin America,Brazil,Agriculture Forestry and Other Land Use,VM0015,151801,11,15178-660538611-660538621-VCS-VCU-261-VER-BR-14-1503-01102015-07082020-1,NA,CCB-Biodiversity Gold; CCB-Community Gold,TRUE,2024-05-20,KIA Brasil Trading,Retirement for Person or Organization,"Este certificado atesta a Neutralização de 11 toneladas de CO2 equivalentes em Reduções Verificadas de Emissões geradas pelo Projeto REDD+ Jacundá a partir do selo Verified Carbon Standard para neutralização das emissões de carbono de 1 veículo KIA NIRO HÍBRIDO chassi nº KNACT81EGR5137854, até 160 mil Km (PBEV: 68g CO2/km).",NA,246499,1503
2023-05-25,NA,VCU,2015-10-01,2020-08-07,2015-10-01,2020-08-07,1503,RESEX Rio Preto-Jacundá REDD+ Project,Latin America,Brazil,Agriculture Forestry and Other Land Use,VM0015,151801,11,15178-660538622-660538632-VCS-VCU-261-VER-BR-14-1503-01102015-07082020-1,NA,CCB-Biodiversity Gold; CCB-Community Gold,TRUE,2024-05-20,KIA Brasil Trading,Retirement for Person or Organization,"Este certificado atesta a Neutralização de 11 toneladas de CO2 equivalentes em Reduções Verificadas de Emissões geradas pelo Projeto REDD+ Jacundá a partir do selo Verified Carbon Standard para neutralização das emissões de carbono de 1 veículo KIA NIRO HÍBRIDO chassi nº KNACT81EGR5137499, até 160 mil Km (PBEV: 68g CO2/km).",NA,246500,1503
2023-05-25,NA,VCU,2015-10-01,2020-08-07,2015-10-01,2020-08-07,1503,RESEX Rio Preto-Jacundá REDD+ Project,Latin America,Brazil,Agriculture Forestry and Other Land Use,VM0015,151801,11,15178-660538633-660538643-VCS-VCU-261-VER-BR-14-1503-01102015-07082020-1,NA,CCB-Biodiversity Gold; CCB-Community Gold,TRUE,2024-05-20,KIA Brasil Trading,Retirement for Person or Organization,"Este certificado atesta a Neutralização de 11 toneladas de CO2 equivalentes em Reduções Verificadas de Emissões geradas pelo Projeto REDD+ Jacundá a partir do selo Verified Carbon Standard para neutralização das emissões de carbono de 1 veículo KIA NIRO HÍBRIDO chassi nº KNACT81EGR5137479, até 160 mil Km (PBEV: 68g CO2/km).",NA,246501,1503
2023-05-25,NA,VCU,2015-10-01,2020-08-07,2015-10-01,2020-08-07,1503,RESEX Rio Preto-Jacundá REDD+ Project,Latin America,Brazil,Agriculture Forestry and Other Land Use,VM0015,151801,11,15178-660538644-660538654-VCS-VCU-261-VER-BR-14-1503-01102015-07082020-1,NA,CCB-Biodiversity Gold; CCB-Community Gold,TRUE,2024-05-20,KIA Brasil Trading,Retirement for Person or Organization,"Este certificado atesta a Neutralização de 11 toneladas de CO2 equivalentes em Reduções Verificadas de Emissões geradas pelo Projeto REDD+ Jacundá a partir do selo Verified Carbon Standard para neutralização das emissões de carbono de 1 veículo KIA NIRO HÍBRIDO chassi nº KNACT81EGR5125575, até 160 mil Km (PBEV: 68g CO2/km).",NA,246502,1503
2023-05-25,NA,VCU,2015-10-01,2020-08-07,2015-10-01,2020-08-07,1503,RESEX Rio Preto-Jacundá REDD+ Project,Latin America,Brazil,Agriculture Forestry and Other Land Use,VM0015,151801,11,15178-660538655-660538665-VCS-VCU-261-VER-BR-14-1503-01102015-07082020-1,NA,CCB-Biodiversity Gold; CCB-Community Gold,TRUE,2024-05-20,KIA Brasil Trading,Retirement for Person or Organization,"Este certificado atesta a Neutralização de 11 toneladas de CO2 equivalentes em Reduções Verificadas de Emissões geradas pelo Projeto REDD+ Jacundá a partir do selo Verified Carbon Standard para neutralização das emissões de carbono de 1 veículo KIA NIRO HÍBRIDO chassi nº KNACT81EGR5125686, até 160 mil Km (PBEV: 68g CO2/km).",NA,246503,1503
2023-05-25,NA,VCU,2015-10-01,2020-08-07,2015-10-01,2020-08-07,1503,RESEX Rio Preto-Jacundá REDD+ Project,Latin America,Brazil,Agriculture Forestry and Other Land Use,VM0015,151801,11,15178-660538666-660538676-VCS-VCU-261-VER-BR-14-1503-01102015-07082020-1,NA,CCB-Biodiversity Gold; CCB-Community Gold,TRUE,2024-05-20,KIA Brasil Trading,Retirement for Person or Organization,"Este certificado atesta a Neutralização de 11 toneladas de CO2 equivalentes em Reduções Verificadas de Emissões geradas pelo Projeto REDD+ Jacundá a partir do selo Verified Carbon Standard para neutralização das emissões de carbono de 1 veículo KIA NIRO HÍBRIDO chassi nº KNACT81EGR5137480, até 160 mil Km (PBEV: 68g CO2/km).",NA,246504,1503
