exercicio,demonstrativo,periodo,periodicidade,instituicao,cod_ibge,uf,populacao,anexo,esfera,rotulo,coluna,cod_conta,conta,valor,ambiental,agropecuaria
2021,RREO,6,B,Prefeitura Municipal de Manaus - AM,1302603,AM,2219580,RREO-Anexo 02,M,Total das Despesas Exceto Intra-Orçamentárias,DESPESAS LIQUIDADAS ATÉ O BIMESTRE (d),RREO2TotalDespesas,Comunicação Social,121624587.17,FALSE,FALSE
2021,RREO,6,B,Prefeitura Municipal de Manaus - AM,1302603,AM,2219580,RREO-Anexo 02,M,Total das Despesas Exceto Intra-Orçamentárias,DESPESAS LIQUIDADAS ATÉ O BIMESTRE (d),RREO2TotalDespesas,FU04 - Demais Subfunções,16800,FALSE,FALSE
2021,RREO,6,B,Prefeitura Municipal de Manaus - AM,1302603,AM,2219580,RREO-Anexo 02,M,Total das Despesas Exceto Intra-Orçamentárias,DESPESAS LIQUIDADAS ATÉ O BIMESTRE (d),RREO2TotalDespesas,Segurança Pública,25072976.67,FALSE,FALSE
2021,RREO,6,B,Prefeitura Municipal de Manaus - AM,1302603,AM,2219580,RREO-Anexo 02,M,Total das Despesas Exceto Intra-Orçamentárias,DESPESAS LIQUIDADAS ATÉ O BIMESTRE (d),RREO2TotalDespesas,Policiamento,1515642.64,FALSE,FALSE
2021,RREO,6,B,Prefeitura Municipal de Manaus - AM,1302603,AM,2219580,RREO-Anexo 02,M,Total das Despesas Exceto Intra-Orçamentárias,DESPESAS LIQUIDADAS ATÉ O BIMESTRE (d),RREO2TotalDespesas,Defesa Civil,2146594.81,FALSE,FALSE
2021,RREO,6,B,Prefeitura Municipal de Manaus - AM,1302603,AM,2219580,RREO-Anexo 02,M,Total das Despesas Exceto Intra-Orçamentárias,DESPESAS LIQUIDADAS ATÉ O BIMESTRE (d),RREO2TotalDespesas,FU06 - Administração Geral,21405747.22,FALSE,FALSE
2021,RREO,6,B,Prefeitura Municipal de Manaus - AM,1302603,AM,2219580,RREO-Anexo 02,M,Total das Despesas Exceto Intra-Orçamentárias,DESPESAS LIQUIDADAS ATÉ O BIMESTRE (d),RREO2TotalDespesas,FU06 - Demais Subfunções,4992,FALSE,FALSE
2021,RREO,6,B,Prefeitura Municipal de Manaus - AM,1302603,AM,2219580,RREO-Anexo 02,M,Total das Despesas Exceto Intra-Orçamentárias,DESPESAS LIQUIDADAS ATÉ O BIMESTRE (d),RREO2TotalDespesas,Assistência Social,202105212.27,FALSE,FALSE
2021,RREO,6,B,Prefeitura Municipal de Manaus - AM,1302603,AM,2219580,RREO-Anexo 02,M,Total das Despesas Exceto Intra-Orçamentárias,DESPESAS LIQUIDADAS ATÉ O BIMESTRE (d),RREO2TotalDespesas,Assistência ao Idoso,3149818.58,FALSE,FALSE
2021,RREO,6,B,Prefeitura Municipal de Manaus - AM,1302603,AM,2219580,RREO-Anexo 02,M,Total das Despesas Exceto Intra-Orçamentárias,DESPESAS LIQUIDADAS ATÉ O BIMESTRE (d),RREO2TotalDespesas,Assistência à Criança e ao Adolescente,794627.05,FALSE,FALSE
2021,RREO,6,B,Prefeitura Municipal de Manaus - AM,1302603,AM,2219580,RREO-Anexo 02,M,Total das Despesas Exceto Intra-Orçamentárias,DESPESAS LIQUIDADAS ATÉ O BIMESTRE (d),RREO2TotalDespesas,FU08 - Administração Geral,50549824.92,FALSE,FALSE
2021,RREO,6,B,Prefeitura Municipal de Manaus - AM,1302603,AM,2219580,RREO-Anexo 02,M,Total das Despesas Exceto Intra-Orçamentárias,DESPESAS LIQUIDADAS ATÉ O BIMESTRE (d),RREO2TotalDespesas,FU08 - Demais Subfunções,147610941.72,FALSE,FALSE
2021,RREO,6,B,Prefeitura Municipal de Manaus - AM,1302603,AM,2219580,RREO-Anexo 02,M,Total das Despesas Exceto Intra-Orçamentárias,DESPESAS LIQUIDADAS ATÉ O BIMESTRE (d),RREO2TotalDespesas,Previdência Social,387114116.8,FALSE,FALSE
2021,RREO,6,B,Prefeitura Municipal de Manaus - AM,1302603,AM,2219580,RREO-Anexo 02,M,Total das Despesas Exceto Intra-Orçamentárias,DESPESAS LIQUIDADAS ATÉ O BIMESTRE (d),RREO2TotalDespesas,Previdência do Regime Estatutário,375329313.06,FALSE,FALSE
2021,RREO,6,B,Prefeitura Municipal de Manaus - AM,1302603,AM,2219580,RREO-Anexo 02,M,Total das Despesas Exceto Intra-Orçamentárias,DESPESAS LIQUIDADAS ATÉ O BIMESTRE (d),RREO2TotalDespesas,FU09 - Administração Geral,11784803.74,FALSE,FALSE
2021,RREO,6,B,Prefeitura Municipal de Manaus - AM,1302603,AM,2219580,RREO-Anexo 02,M,Total das Despesas Exceto Intra-Orçamentárias,DESPESAS LIQUIDADAS ATÉ O BIMESTRE (d),RREO2TotalDespesas,Saúde,1020801741.09,FALSE,FALSE
2021,RREO,6,B,Prefeitura Municipal de Manaus - AM,1302603,AM,2219580,RREO-Anexo 02,M,Total das Despesas Exceto Intra-Orçamentárias,DESPESAS LIQUIDADAS ATÉ O BIMESTRE (d),RREO2TotalDespesas,Atenção Básica,353664903.08,FALSE,FALSE
2021,RREO,6,B,Prefeitura Municipal de Manaus - AM,1302603,AM,2219580,RREO-Anexo 02,M,Total das Despesas Exceto Intra-Orçamentárias,DESPESAS LIQUIDADAS ATÉ O BIMESTRE (d),RREO2TotalDespesas,Assistência Hospitalar e Ambulatorial,313119855.84,FALSE,FALSE
2021,RREO,6,B,Prefeitura Municipal de Manaus - AM,1302603,AM,2219580,RREO-Anexo 02,M,Total das Despesas Exceto Intra-Orçamentárias,DESPESAS LIQUIDADAS ATÉ O BIMESTRE (d),RREO2TotalDespesas,Suporte Profilático e Terapêutico,20752354.6,FALSE,FALSE
2021,RREO,6,B,Prefeitura Municipal de Manaus - AM,1302603,AM,2219580,RREO-Anexo 02,M,Total das Despesas Exceto Intra-Orçamentárias,DESPESAS LIQUIDADAS ATÉ O BIMESTRE (d),RREO2TotalDespesas,Vigilância Sanitária,19806623.57,FALSE,FALSE
2021,RREO,6,B,Prefeitura Municipal de Manaus - AM,1302603,AM,2219580,RREO-Anexo 02,M,Total das Despesas Exceto Intra-Orçamentárias,DESPESAS LIQUIDADAS ATÉ O BIMESTRE (d),RREO2TotalDespesas,Vigilância Epidemiológica,155076695.77,FALSE,FALSE
2021,RREO,6,B,Prefeitura Municipal de Manaus - AM,1302603,AM,2219580,RREO-Anexo 02,M,Total das Despesas Exceto Intra-Orçamentárias,DESPESAS LIQUIDADAS ATÉ O BIMESTRE (d),RREO2TotalDespesas,FU10 - Administração Geral,145332092.87,FALSE,FALSE
2021,RREO,6,B,Prefeitura Municipal de Manaus - AM,1302603,AM,2219580,RREO-Anexo 02,M,Total das Despesas Exceto Intra-Orçamentárias,DESPESAS LIQUIDADAS ATÉ O BIMESTRE (d),RREO2TotalDespesas,FU10 - Demais Subfunções,13049215.36,FALSE,FALSE
2021,RREO,6,B,Prefeitura Municipal de Manaus - AM,1302603,AM,2219580,RREO-Anexo 02,M,Total das Despesas Exceto Intra-Orçamentárias,DESPESAS LIQUIDADAS ATÉ O BIMESTRE (d),RREO2TotalDespesas,Trabalho,14650529.84,FALSE,FALSE
2021,RREO,6,B,Prefeitura Municipal de Manaus - AM,1302603,AM,2219580,RREO-Anexo 02,M,Total das Despesas Exceto Intra-Orçamentárias,DESPESAS LIQUIDADAS ATÉ O BIMESTRE (d),RREO2TotalDespesas,Fomento ao Trabalho,5885283.81,FALSE,FALSE
2021,RREO,6,B,Prefeitura Municipal de Manaus - AM,1302603,AM,2219580,RREO-Anexo 02,M,Total das Despesas Exceto Intra-Orçamentárias,DESPESAS LIQUIDADAS ATÉ O BIMESTRE (d),RREO2TotalDespesas,FU11 - Administração Geral,6928059.03,FALSE,FALSE
2021,RREO,6,B,Prefeitura Municipal de Manaus - AM,1302603,AM,2219580,RREO-Anexo 02,M,Total das Despesas Exceto Intra-Orçamentárias,DESPESAS LIQUIDADAS ATÉ O BIMESTRE (d),RREO2TotalDespesas,FU11 - Demais Subfunções,1837187,FALSE,FALSE
2021,RREO,6,B,Prefeitura Municipal de Manaus - AM,1302603,AM,2219580,RREO-Anexo 02,M,Total das Despesas Exceto Intra-Orçamentárias,DESPESAS LIQUIDADAS ATÉ O BIMESTRE (d),RREO2TotalDespesas,Educação,1559827364.32,FALSE,FALSE
2021,RREO,6,B,Prefeitura Municipal de Manaus - AM,1302603,AM,2219580,RREO-Anexo 02,M,Total das Despesas Exceto Intra-Orçamentárias,DESPESAS LIQUIDADAS ATÉ O BIMESTRE (d),RREO2TotalDespesas,Ensino Fundamental,1194520878.51,FALSE,FALSE
2021,RREO,6,B,Prefeitura Municipal de Manaus - AM,1302603,AM,2219580,RREO-Anexo 02,M,Total das Despesas Exceto Intra-Orçamentárias,DESPESAS LIQUIDADAS ATÉ O BIMESTRE (d),RREO2TotalDespesas,Ensino Superior,4566520.88,FALSE,FALSE
2021,RREO,6,B,Prefeitura Municipal de Manaus - AM,1302603,AM,2219580,RREO-Anexo 02,M,Total das Despesas Exceto Intra-Orçamentárias,DESPESAS LIQUIDADAS ATÉ O BIMESTRE (d),RREO2TotalDespesas,Educação Infantil,272407800.35,FALSE,FALSE
2021,RREO,6,B,Prefeitura Municipal de Manaus - AM,1302603,AM,2219580,RREO-Anexo 02,M,Total das Despesas Exceto Intra-Orçamentárias,DESPESAS LIQUIDADAS ATÉ O BIMESTRE (d),RREO2TotalDespesas,Educação de Jovens e Adultos,28025606.52,FALSE,FALSE
2021,RREO,6,B,Prefeitura Municipal de Manaus - AM,1302603,AM,2219580,RREO-Anexo 02,M,Total das Despesas Exceto Intra-Orçamentárias,DESPESAS LIQUIDADAS ATÉ O BIMESTRE (d),RREO2TotalDespesas,Educação Especial,16084629.82,FALSE,FALSE
2021,RREO,6,B,Prefeitura Municipal de Manaus - AM,1302603,AM,2219580,RREO-Anexo 02,M,Total das Despesas Exceto Intra-Orçamentárias,DESPESAS LIQUIDADAS ATÉ O BIMESTRE (d),RREO2TotalDespesas,FU12 - Demais Subfunções,44221928.24,FALSE,FALSE
2021,RREO,6,B,Prefeitura Municipal de Manaus - AM,1302603,AM,2219580,RREO-Anexo 02,M,Total das Despesas Exceto Intra-Orçamentárias,DESPESAS LIQUIDADAS ATÉ O BIMESTRE (d),RREO2TotalDespesas,Cultura,24756122.41,FALSE,FALSE
2021,RREO,6,B,Prefeitura Municipal de Manaus - AM,1302603,AM,2219580,RREO-Anexo 02,M,Total das Despesas Exceto Intra-Orçamentárias,DESPESAS LIQUIDADAS ATÉ O BIMESTRE (d),RREO2TotalDespesas,Patrimônio Histórico Artístico e Arqueológico,60000,FALSE,FALSE
2021,RREO,6,B,Prefeitura Municipal de Manaus - AM,1302603,AM,2219580,RREO-Anexo 02,M,Total das Despesas Exceto Intra-Orçamentárias,DESPESAS LIQUIDADAS ATÉ O BIMESTRE (d),RREO2TotalDespesas,Difusão Cultural,12590144.13,FALSE,FALSE
2021,RREO,6,B,Prefeitura Municipal de Manaus - AM,1302603,AM,2219580,RREO-Anexo 02,M,Total das Despesas Exceto Intra-Orçamentárias,DESPESAS LIQUIDADAS ATÉ O BIMESTRE (d),RREO2TotalDespesas,FU13 - Administração Geral,12055989.28,FALSE,FALSE
2021,RREO,6,B,Prefeitura Municipal de Manaus - AM,1302603,AM,2219580,RREO-Anexo 02,M,Total das Despesas Exceto Intra-Orçamentárias,DESPESAS LIQUIDADAS ATÉ O BIMESTRE (d),RREO2TotalDespesas,FU13 - Demais Subfunções,49989,FALSE,FALSE
2021,RREO,6,B,Prefeitura Municipal de Manaus - AM,1302603,AM,2219580,RREO-Anexo 02,M,Total das Despesas Exceto Intra-Orçamentárias,DESPESAS LIQUIDADAS ATÉ O BIMESTRE (d),RREO2TotalDespesas,Direitos da Cidadania,7451240.48,FALSE,FALSE
2021,RREO,6,B,Prefeitura Municipal de Manaus - AM,1302603,AM,2219580,RREO-Anexo 02,M,Total das Despesas Exceto Intra-Orçamentárias,DESPESAS LIQUIDADAS ATÉ O BIMESTRE (d),RREO2TotalDespesas,Direitos Individuais Coletivos e Difusos,6973240.48,FALSE,FALSE
2021,RREO,6,B,Prefeitura Municipal de Manaus - AM,1302603,AM,2219580,RREO-Anexo 02,M,Total das Despesas Exceto Intra-Orçamentárias,DESPESAS LIQUIDADAS ATÉ O BIMESTRE (d),RREO2TotalDespesas,FU14 - Demais Subfunções,478000,FALSE,FALSE
2021,RREO,6,B,Prefeitura Municipal de Manaus - AM,1302603,AM,2219580,RREO-Anexo 02,M,Total das Despesas Exceto Intra-Orçamentárias,DESPESAS LIQUIDADAS ATÉ O BIMESTRE (d),RREO2TotalDespesas,Urbanismo,978049601.56,FALSE,FALSE
2021,RREO,6,B,Prefeitura Municipal de Manaus - AM,1302603,AM,2219580,RREO-Anexo 02,M,Total das Despesas Exceto Intra-Orçamentárias,DESPESAS LIQUIDADAS ATÉ O BIMESTRE (d),RREO2TotalDespesas,Infra-Estrutura Urbana,304870460.83,FALSE,FALSE
2021,RREO,6,B,Prefeitura Municipal de Manaus - AM,1302603,AM,2219580,RREO-Anexo 02,M,Total das Despesas Exceto Intra-Orçamentárias,DESPESAS LIQUIDADAS ATÉ O BIMESTRE (d),RREO2TotalDespesas,Serviços Urbanos,429248069.17,FALSE,FALSE
2021,RREO,6,B,Prefeitura Municipal de Manaus - AM,1302603,AM,2219580,RREO-Anexo 02,M,Total das Despesas Exceto Intra-Orçamentárias,DESPESAS LIQUIDADAS ATÉ O BIMESTRE (d),RREO2TotalDespesas,Transportes Coletivos Urbanos,234021.02,FALSE,FALSE
2021,RREO,6,B,Prefeitura Municipal de Manaus - AM,1302603,AM,2219580,RREO-Anexo 02,M,Total das Despesas Exceto Intra-Orçamentárias,DESPESAS LIQUIDADAS ATÉ O BIMESTRE (d),RREO2TotalDespesas,FU15 - Administração Geral,225635801.02,FALSE,FALSE
2021,RREO,6,B,Prefeitura Municipal de Manaus - AM,1302603,AM,2219580,RREO-Anexo 02,M,Total das Despesas Exceto Intra-Orçamentárias,DESPESAS LIQUIDADAS ATÉ O BIMESTRE (d),RREO2TotalDespesas,FU15 - Demais Subfunções,18061249.52,FALSE,FALSE
2021,RREO,6,B,Prefeitura Municipal de Manaus - AM,1302603,AM,2219580,RREO-Anexo 02,M,Total das Despesas Exceto Intra-Orçamentárias,DESPESAS LIQUIDADAS ATÉ O BIMESTRE (d),RREO2TotalDespesas,Saneamento,47014095.64,FALSE,FALSE
2021,RREO,6,B,Prefeitura Municipal de Manaus - AM,1302603,AM,2219580,RREO-Anexo 02,M,Total das Despesas Exceto Intra-Orçamentárias,DESPESAS LIQUIDADAS ATÉ O BIMESTRE (d),RREO2TotalDespesas,Saneamento Básico Urbano,40037456.14,FALSE,FALSE
2021,RREO,6,B,Prefeitura Municipal de Manaus - AM,1302603,AM,2219580,RREO-Anexo 02,M,Total das Despesas Exceto Intra-Orçamentárias,DESPESAS LIQUIDADAS ATÉ O BIMESTRE (d),RREO2TotalDespesas,FU17 - Demais Subfunções,6976639.5,FALSE,FALSE
2021,RREO,6,B,Prefeitura Municipal de Manaus - AM,1302603,AM,2219580,RREO-Anexo 02,M,Total das Despesas Exceto Intra-Orçamentárias,DESPESAS LIQUIDADAS ATÉ O BIMESTRE (d),RREO2TotalDespesas,Gestão Ambiental,14710288.13,TRUE,FALSE
2021,RREO,6,B,Prefeitura Municipal de Manaus - AM,1302603,AM,2219580,RREO-Anexo 02,M,Total das Despesas Exceto Intra-Orçamentárias,DESPESAS LIQUIDADAS ATÉ O BIMESTRE (d),RREO2TotalDespesas,Preservação e Conservação Ambiental,2336784.26,FALSE,FALSE
2021,RREO,6,B,Prefeitura Municipal de Manaus - AM,1302603,AM,2219580,RREO-Anexo 02,M,Total das Despesas Exceto Intra-Orçamentárias,DESPESAS LIQUIDADAS ATÉ O BIMESTRE (d),RREO2TotalDespesas,Controle Ambiental,730129.23,FALSE,FALSE
2021,RREO,6,B,Prefeitura Municipal de Manaus - AM,1302603,AM,2219580,RREO-Anexo 02,M,Total das Despesas Exceto Intra-Orçamentárias,DESPESAS LIQUIDADAS ATÉ O BIMESTRE (d),RREO2TotalDespesas,FU18 - Administração Geral,11643374.64,FALSE,FALSE
2021,RREO,6,B,Prefeitura Municipal de Manaus - AM,1302603,AM,2219580,RREO-Anexo 02,M,Total das Despesas Exceto Intra-Orçamentárias,DESPESAS LIQUIDADAS ATÉ O BIMESTRE (d),RREO2TotalDespesas,Comércio e Serviços,15845422.34,FALSE,FALSE
2021,RREO,6,B,Prefeitura Municipal de Manaus - AM,1302603,AM,2219580,RREO-Anexo 02,M,Total das Despesas Exceto Intra-Orçamentárias,DESPESAS LIQUIDADAS ATÉ O BIMESTRE (d),RREO2TotalDespesas,Comercialização,1424655.3,FALSE,FALSE
2021,RREO,6,B,Prefeitura Municipal de Manaus - AM,1302603,AM,2219580,RREO-Anexo 02,M,Total das Despesas Exceto Intra-Orçamentárias,DESPESAS LIQUIDADAS ATÉ O BIMESTRE (d),RREO2TotalDespesas,Turismo,27579.98,FALSE,FALSE
2021,RREO,6,B,Prefeitura Municipal de Manaus - AM,1302603,AM,2219580,RREO-Anexo 02,M,Total das Despesas Exceto Intra-Orçamentárias,DESPESAS LIQUIDADAS ATÉ O BIMESTRE (d),RREO2TotalDespesas,FU23 - Administração Geral,13610835.06,FALSE,FALSE
2021,RREO,6,B,Prefeitura Municipal de Manaus - AM,1302603,AM,2219580,RREO-Anexo 02,M,Total das Despesas Exceto Intra-Orçamentárias,DESPESAS LIQUIDADAS ATÉ O BIMESTRE (d),RREO2TotalDespesas,FU23 - Demais Subfunções,782352,FALSE,FALSE
2021,RREO,6,B,Prefeitura Municipal de Manaus - AM,1302603,AM,2219580,RREO-Anexo 02,M,Total das Despesas Exceto Intra-Orçamentárias,DESPESAS LIQUIDADAS ATÉ O BIMESTRE (d),RREO2TotalDespesas,Transporte,289882404.15,FALSE,FALSE
2021,RREO,6,B,Prefeitura Municipal de Manaus - AM,1302603,AM,2219580,RREO-Anexo 02,M,Total das Despesas Exceto Intra-Orçamentárias,DESPESAS LIQUIDADAS ATÉ O BIMESTRE (d),RREO2TotalDespesas,FU26 - Administração Geral,21333038.82,FALSE,FALSE
2021,RREO,6,B,Prefeitura Municipal de Manaus - AM,1302603,AM,2219580,RREO-Anexo 02,M,Total das Despesas Exceto Intra-Orçamentárias,DESPESAS LIQUIDADAS ATÉ O BIMESTRE (d),RREO2TotalDespesas,FU26 - Demais Subfunções,268549365.33,FALSE,FALSE
2021,RREO,6,B,Prefeitura Municipal de Manaus - AM,1302603,AM,2219580,RREO-Anexo 02,M,Total das Despesas Exceto Intra-Orçamentárias,DESPESAS LIQUIDADAS ATÉ O BIMESTRE (d),RREO2TotalDespesas,Desporto e Lazer,5472526.28,FALSE,FALSE
2021,RREO,6,B,Prefeitura Municipal de Manaus - AM,1302603,AM,2219580,RREO-Anexo 02,M,Total das Despesas Exceto Intra-Orçamentárias,DESPESAS LIQUIDADAS ATÉ O BIMESTRE (d),RREO2TotalDespesas,Desporto Comunitário,5472526.28,FALSE,FALSE
2021,RREO,6,B,Prefeitura Municipal de Manaus - AM,1302603,AM,2219580,RREO-Anexo 02,M,Total das Despesas Exceto Intra-Orçamentárias,DESPESAS LIQUIDADAS ATÉ O BIMESTRE (d),RREO2TotalDespesas,Encargos Especiais,609743257.55,FALSE,FALSE
2021,RREO,6,B,Prefeitura Municipal de Manaus - AM,1302603,AM,2219580,RREO-Anexo 02,M,Total das Despesas Exceto Intra-Orçamentárias,DESPESAS LIQUIDADAS ATÉ O BIMESTRE (d),RREO2TotalDespesas,Serviço da Dívida Interna,325817205.37,FALSE,FALSE
2021,RREO,6,B,Prefeitura Municipal de Manaus - AM,1302603,AM,2219580,RREO-Anexo 02,M,Total das Despesas Exceto Intra-Orçamentárias,DESPESAS LIQUIDADAS ATÉ O BIMESTRE (d),RREO2TotalDespesas,Serviço da Dívida Externa,114856110.2,FALSE,FALSE
2021,RREO,6,B,Prefeitura Municipal de Manaus - AM,1302603,AM,2219580,RREO-Anexo 02,M,Total das Despesas Exceto Intra-Orçamentárias,DESPESAS LIQUIDADAS ATÉ O BIMESTRE (d),RREO2TotalDespesas,Outros Encargos Especiais,168963763.16,FALSE,FALSE
2021,RREO,6,B,Prefeitura Municipal de Manaus - AM,1302603,AM,2219580,RREO-Anexo 02,M,Total das Despesas Exceto Intra-Orçamentárias,DESPESAS LIQUIDADAS ATÉ O BIMESTRE (d),RREO2TotalDespesas,FU28 - Demais Subfunções,106178.82,FALSE,FALSE
2021,RREO,6,B,Prefeitura Municipal de Manaus - AM,1302603,AM,2219580,RREO-Anexo 02,M,Total das Despesas Exceto Intra-Orçamentárias,DESPESAS LIQUIDADAS ATÉ O BIMESTRE (d),RREO2TotalDespesas,DESPESAS (INTRA-ORÇAMENTÁRIAS) (II),675708463.72,FALSE,FALSE
2021,RREO,6,B,Prefeitura Municipal de Manaus - AM,1302603,AM,2219580,RREO-Anexo 02,M,Total das Despesas Exceto Intra-Orçamentárias,DESPESAS LIQUIDADAS ATÉ O BIMESTRE (d),RREO2TotalDespesas,TOTAL (III) = (I + II),6488563365.58,FALSE,FALSE
2021,RREO,6,B,Prefeitura Municipal de Manaus - AM,1302603,AM,2219580,RREO-Anexo 02,M,Total de Despesas,DESPESAS LIQUIDADAS ATÉ O BIMESTRE (d),RREO2TotalDespesasIntra,DESPESAS (INTRA-ORÇAMENTÁRIAS) (II),675708463.72,FALSE,FALSE
2021,RREO,6,B,Prefeitura Municipal de Manaus - AM,1302603,AM,2219580,RREO-Anexo 02,M,Total de Despesas,DESPESAS LIQUIDADAS ATÉ O BIMESTRE (d),RREO2TotalDespesasIntra,Legislativa,8318310.54,FALSE,FALSE
2021,RREO,6,B,Prefeitura Municipal de Manaus - AM,1302603,AM,2219580,RREO-Anexo 02,M,Total de Despesas,DESPESAS LIQUIDADAS ATÉ O BIMESTRE (d),RREO2TotalDespesasIntra,FU01 - Administração Geral,8318310.54,FALSE,FALSE
2021,RREO,6,B,Prefeitura Municipal de Manaus - AM,1302603,AM,2219580,RREO-Anexo 02,M,Total de Despesas,DESPESAS LIQUIDADAS ATÉ O BIMESTRE (d),RREO2TotalDespesasIntra,Essencial à Justiça,4091321.69,FALSE,FALSE
2021,RREO,6,B,Prefeitura Municipal de Manaus - AM,1302603,AM,2219580,RREO-Anexo 02,M,Total de Despesas,DESPESAS LIQUIDADAS ATÉ O BIMESTRE (d),RREO2TotalDespesasIntra,FU03 - Administração Geral,4091321.69,FALSE,FALSE
2021,RREO,6,B,Prefeitura Municipal de Manaus - AM,1302603,AM,2219580,RREO-Anexo 02,M,Total de Despesas,DESPESAS LIQUIDADAS ATÉ O BIMESTRE (d),RREO2TotalDespesasIntra,Administração,16402774,FALSE,FALSE
2021,RREO,6,B,Prefeitura Municipal de Manaus - AM,1302603,AM,2219580,RREO-Anexo 02,M,Total de Despesas,DESPESAS LIQUIDADAS ATÉ O BIMESTRE (d),RREO2TotalDespesasIntra,FU04 - Administração Geral,16402774,FALSE,FALSE
