exercicio,demonstrativo,periodo,periodicidade,instituicao,cod_ibge,uf,populacao,anexo,esfera,rotulo,coluna,cod_conta,conta,valor
2023,RREO,6,B,Prefeitura Municipal de Manaus - AM,1302603,AM,2255903,RREO-Anexo 03,M,Padrão,<MR-11>,RREO3ReceitaCorrenteLiquida,RECEITA CORRENTE LÍQUIDA (III) = (I - II),595615139.67
2023,RREO,6,B,Prefeitura Municipal de Manaus - AM,1302603,AM,2255903,RREO-Anexo 03,M,Padrão,<MR-10>,RREO3ReceitaCorrenteLiquida,RECEITA CORRENTE LÍQUIDA (III) = (I - II),588917208.22
2023,RREO,6,B,Prefeitura Municipal de Manaus - AM,1302603,AM,2255903,RREO-Anexo 03,M,Padrão,<MR-9>,RREO3ReceitaCorrenteLiquida,RECEITA CORRENTE LÍQUIDA (III) = (I - II),714888592.88
2023,RREO,6,B,Prefeitura Municipal de Manaus - AM,1302603,AM,2255903,RREO-Anexo 03,M,Padrão,<MR-8>,RREO3ReceitaCorrenteLiquida,RECEITA CORRENTE LÍQUIDA (III) = (I - II),564628248.59
2023,RREO,6,B,Prefeitura Municipal de Manaus - AM,1302603,AM,2255903,RREO-Anexo 03,M,Padrão,<MR-7>,RREO3ReceitaCorrenteLiquida,RECEITA CORRENTE LÍQUIDA (III) = (I - II),643141250.38
2023,RREO,6,B,Prefeitura Municipal de Manaus - AM,1302603,AM,2255903,RREO-Anexo 03,M,Padrão,<MR-6>,RREO3ReceitaCorrenteLiquida,RECEITA CORRENTE LÍQUIDA (III) = (I - II),601178939.88
2023,RREO,6,B,Prefeitura Municipal de Manaus - AM,1302603,AM,2255903,RREO-Anexo 03,M,Padrão,<MR-5>,RREO3ReceitaCorrenteLiquida,RECEITA CORRENTE LÍQUIDA (III) = (I - II),658256573.68
2023,RREO,6,B,Prefeitura Municipal de Manaus - AM,1302603,AM,2255903,RREO-Anexo 03,M,Padrão,<MR-4>,RREO3ReceitaCorrenteLiquida,RECEITA CORRENTE LÍQUIDA (III) = (I - II),659459805.11
2023,RREO,6,B,Prefeitura Municipal de Manaus - AM,1302603,AM,2255903,RREO-Anexo 03,M,Padrão,<MR-3>,RREO3ReceitaCorrenteLiquida,RECEITA CORRENTE LÍQUIDA (III) = (I - II),612189883.33
2023,RREO,6,B,Prefeitura Municipal de Manaus - AM,1302603,AM,2255903,RREO-Anexo 03,M,Padrão,<MR-2>,RREO3ReceitaCorrenteLiquida,RECEITA CORRENTE LÍQUIDA (III) = (I - II),666541475.24
2023,RREO,6,B,Prefeitura Municipal de Manaus - AM,1302603,AM,2255903,RREO-Anexo 03,M,Padrão,<MR-1>,RREO3ReceitaCorrenteLiquida,RECEITA CORRENTE LÍQUIDA (III) = (I - II),663582233.23
2023,RREO,6,B,Prefeitura Municipal de Manaus - AM,1302603,AM,2255903,RREO-Anexo 03,M,Padrão,<MR>,RREO3ReceitaCorrenteLiquida,RECEITA CORRENTE LÍQUIDA (III) = (I - II),933354157.27
2023,RREO,6,B,Prefeitura Municipal de Manaus - AM,1302603,AM,2255903,RREO-Anexo 03,M,Padrão,TOTAL (ÚLTIMOS 12 MESES),RREO3ReceitaCorrenteLiquida,RECEITA CORRENTE LÍQUIDA (III) = (I - II),7901753507.48
2023,RREO,6,B,Prefeitura Municipal de Manaus - AM,1302603,AM,2255903,RREO-Anexo 03,M,Padrão,PREVISÃO ATUALIZADA 2023,RREO3ReceitaCorrenteLiquida,RECEITA CORRENTE LÍQUIDA (III) = (I - II),7768929765.22
2021,RREO,6,B,Prefeitura Municipal de Belém - PA,1501402,PA,1499641,RREO-Anexo 03,M,Padrão,<MR-11>,RREO3ReceitaCorrenteLiquida,RECEITA CORRENTE LÍQUIDA (III) = (I - II),240122710.2
2021,RREO,6,B,Prefeitura Municipal de Belém - PA,1501402,PA,1499641,RREO-Anexo 03,M,Padrão,<MR-10>,RREO3ReceitaCorrenteLiquida,RECEITA CORRENTE LÍQUIDA (III) = (I - II),290906686.77
2021,RREO,6,B,Prefeitura Municipal de Belém - PA,1501402,PA,1499641,RREO-Anexo 03,M,Padrão,<MR-9>,RREO3ReceitaCorrenteLiquida,RECEITA CORRENTE LÍQUIDA (III) = (I - II),283735134.38
2021,RREO,6,B,Prefeitura Municipal de Belém - PA,1501402,PA,1499641,RREO-Anexo 03,M,Padrão,<MR-8>,RREO3ReceitaCorrenteLiquida,RECEITA CORRENTE LÍQUIDA (III) = (I - II),248836342.39
2021,RREO,6,B,Prefeitura Municipal de Belém - PA,1501402,PA,1499641,RREO-Anexo 03,M,Padrão,<MR-7>,RREO3ReceitaCorrenteLiquida,RECEITA CORRENTE LÍQUIDA (III) = (I - II),297274351.42
2021,RREO,6,B,Prefeitura Municipal de Belém - PA,1501402,PA,1499641,RREO-Anexo 03,M,Padrão,<MR-6>,RREO3ReceitaCorrenteLiquida,RECEITA CORRENTE LÍQUIDA (III) = (I - II),249644611.85
2021,RREO,6,B,Prefeitura Municipal de Belém - PA,1501402,PA,1499641,RREO-Anexo 03,M,Padrão,<MR-5>,RREO3ReceitaCorrenteLiquida,RECEITA CORRENTE LÍQUIDA (III) = (I - II),281863836.83
2021,RREO,6,B,Prefeitura Municipal de Belém - PA,1501402,PA,1499641,RREO-Anexo 03,M,Padrão,<MR-4>,RREO3ReceitaCorrenteLiquida,RECEITA CORRENTE LÍQUIDA (III) = (I - II),260060545.01
2021,RREO,6,B,Prefeitura Municipal de Belém - PA,1501402,PA,1499641,RREO-Anexo 03,M,Padrão,<MR-3>,RREO3ReceitaCorrenteLiquida,RECEITA CORRENTE LÍQUIDA (III) = (I - II),274065804.76
2021,RREO,6,B,Prefeitura Municipal de Belém - PA,1501402,PA,1499641,RREO-Anexo 03,M,Padrão,<MR-2>,RREO3ReceitaCorrenteLiquida,RECEITA CORRENTE LÍQUIDA (III) = (I - II),258048683.89
2021,RREO,6,B,Prefeitura Municipal de Belém - PA,1501402,PA,1499641,RREO-Anexo 03,M,Padrão,<MR-1>,RREO3ReceitaCorrenteLiquida,RECEITA CORRENTE LÍQUIDA (III) = (I - II),307284879.61
2021,RREO,6,B,Prefeitura Municipal de Belém - PA,1501402,PA,1499641,RREO-Anexo 03,M,Padrão,<MR>,RREO3ReceitaCorrenteLiquida,RECEITA CORRENTE LÍQUIDA (III) = (I - II),353875739.18
2021,RREO,6,B,Prefeitura Municipal de Belém - PA,1501402,PA,1499641,RREO-Anexo 03,M,Padrão,TOTAL (ÚLTIMOS 12 MESES),RREO3ReceitaCorrenteLiquida,RECEITA CORRENTE LÍQUIDA (III) = (I - II),3345719326.29
2021,RREO,6,B,Prefeitura Municipal de Belém - PA,1501402,PA,1499641,RREO-Anexo 03,M,Padrão,PREVISÃO ATUALIZADA 2021,RREO3ReceitaCorrenteLiquida,RECEITA CORRENTE LÍQUIDA (III) = (I - II),3336774295.44
2022,RREO,6,B,Prefeitura Municipal de Belém - PA,1501402,PA,1506420,RREO-Anexo 03,M,Padrão,<MR-11>,RREO3ReceitaCorrenteLiquida,RECEITA CORRENTE LÍQUIDA (III) = (I - II),291085444.22
2022,RREO,6,B,Prefeitura Municipal de Belém - PA,1501402,PA,1506420,RREO-Anexo 03,M,Padrão,<MR-10>,RREO3ReceitaCorrenteLiquida,RECEITA CORRENTE LÍQUIDA (III) = (I - II),436226784.95
2022,RREO,6,B,Prefeitura Municipal de Belém - PA,1501402,PA,1506420,RREO-Anexo 03,M,Padrão,<MR-9>,RREO3ReceitaCorrenteLiquida,RECEITA CORRENTE LÍQUIDA (III) = (I - II),304086072.2
2022,RREO,6,B,Prefeitura Municipal de Belém - PA,1501402,PA,1506420,RREO-Anexo 03,M,Padrão,<MR-8>,RREO3ReceitaCorrenteLiquida,RECEITA CORRENTE LÍQUIDA (III) = (I - II),309412563.38
2022,RREO,6,B,Prefeitura Municipal de Belém - PA,1501402,PA,1506420,RREO-Anexo 03,M,Padrão,<MR-7>,RREO3ReceitaCorrenteLiquida,RECEITA CORRENTE LÍQUIDA (III) = (I - II),341265419.35
2022,RREO,6,B,Prefeitura Municipal de Belém - PA,1501402,PA,1506420,RREO-Anexo 03,M,Padrão,<MR-6>,RREO3ReceitaCorrenteLiquida,RECEITA CORRENTE LÍQUIDA (III) = (I - II),334788526.95
2022,RREO,6,B,Prefeitura Municipal de Belém - PA,1501402,PA,1506420,RREO-Anexo 03,M,Padrão,<MR-5>,RREO3ReceitaCorrenteLiquida,RECEITA CORRENTE LÍQUIDA (III) = (I - II),334776687.44
2022,RREO,6,B,Prefeitura Municipal de Belém - PA,1501402,PA,1506420,RREO-Anexo 03,M,Padrão,<MR-4>,RREO3ReceitaCorrenteLiquida,RECEITA CORRENTE LÍQUIDA (III) = (I - II),315463053.74
2022,RREO,6,B,Prefeitura Municipal de Belém - PA,1501402,PA,1506420,RREO-Anexo 03,M,Padrão,<MR-3>,RREO3ReceitaCorrenteLiquida,RECEITA CORRENTE LÍQUIDA (III) = (I - II),310267033.65
2022,RREO,6,B,Prefeitura Municipal de Belém - PA,1501402,PA,1506420,RREO-Anexo 03,M,Padrão,<MR-2>,RREO3ReceitaCorrenteLiquida,RECEITA CORRENTE LÍQUIDA (III) = (I - II),324082504.6
2022,RREO,6,B,Prefeitura Municipal de Belém - PA,1501402,PA,1506420,RREO-Anexo 03,M,Padrão,<MR-1>,RREO3ReceitaCorrenteLiquida,RECEITA CORRENTE LÍQUIDA (III) = (I - II),329927088.41
2022,RREO,6,B,Prefeitura Municipal de Belém - PA,1501402,PA,1506420,RREO-Anexo 03,M,Padrão,<MR>,RREO3ReceitaCorrenteLiquida,RECEITA CORRENTE LÍQUIDA (III) = (I - II),403532788.58
2022,RREO,6,B,Prefeitura Municipal de Belém - PA,1501402,PA,1506420,RREO-Anexo 03,M,Padrão,TOTAL (ÚLTIMOS 12 MESES),RREO3ReceitaCorrenteLiquida,RECEITA CORRENTE LÍQUIDA (III) = (I - II),4034913967.47
2022,RREO,6,B,Prefeitura Municipal de Belém - PA,1501402,PA,1506420,RREO-Anexo 03,M,Padrão,PREVISÃO ATUALIZADA 2022,RREO3ReceitaCorrenteLiquida,RECEITA CORRENTE LÍQUIDA (III) = (I - II),3952815267.65
2023,RREO,6,B,Prefeitura Municipal de Belém - PA,1501402,PA,1506420,RREO-Anexo 03,M,Padrão,<MR-11>,RREO3ReceitaCorrenteLiquida,RECEITA CORRENTE LÍQUIDA (III) = (I - II),305678978.84
2023,RREO,6,B,Prefeitura Municipal de Belém - PA,1501402,PA,1506420,RREO-Anexo 03,M,Padrão,<MR-10>,RREO3ReceitaCorrenteLiquida,RECEITA CORRENTE LÍQUIDA (III) = (I - II),397312479.52
2023,RREO,6,B,Prefeitura Municipal de Belém - PA,1501402,PA,1506420,RREO-Anexo 03,M,Padrão,<MR-9>,RREO3ReceitaCorrenteLiquida,RECEITA CORRENTE LÍQUIDA (III) = (I - II),337306101.84
2023,RREO,6,B,Prefeitura Municipal de Belém - PA,1501402,PA,1506420,RREO-Anexo 03,M,Padrão,<MR-8>,RREO3ReceitaCorrenteLiquida,RECEITA CORRENTE LÍQUIDA (III) = (I - II),296939782.07
2023,RREO,6,B,Prefeitura Municipal de Belém - PA,1501402,PA,1506420,RREO-Anexo 03,M,Padrão,<MR-7>,RREO3ReceitaCorrenteLiquida,RECEITA CORRENTE LÍQUIDA (III) = (I - II),294104584.64
2023,RREO,6,B,Prefeitura Municipal de Belém - PA,1501402,PA,1506420,RREO-Anexo 03,M,Padrão,<MR-6>,RREO3ReceitaCorrenteLiquida,RECEITA CORRENTE LÍQUIDA (III) = (I - II),296686177.87
2023,RREO,6,B,Prefeitura Municipal de Belém - PA,1501402,PA,1506420,RREO-Anexo 03,M,Padrão,<MR-5>,RREO3ReceitaCorrenteLiquida,RECEITA CORRENTE LÍQUIDA (III) = (I - II),365294649.09
2023,RREO,6,B,Prefeitura Municipal de Belém - PA,1501402,PA,1506420,RREO-Anexo 03,M,Padrão,<MR-4>,RREO3ReceitaCorrenteLiquida,RECEITA CORRENTE LÍQUIDA (III) = (I - II),322986804.31
2023,RREO,6,B,Prefeitura Municipal de Belém - PA,1501402,PA,1506420,RREO-Anexo 03,M,Padrão,<MR-3>,RREO3ReceitaCorrenteLiquida,RECEITA CORRENTE LÍQUIDA (III) = (I - II),326780814.46
2023,RREO,6,B,Prefeitura Municipal de Belém - PA,1501402,PA,1506420,RREO-Anexo 03,M,Padrão,<MR-2>,RREO3ReceitaCorrenteLiquida,RECEITA CORRENTE LÍQUIDA (III) = (I - II),325623238.49
2023,RREO,6,B,Prefeitura Municipal de Belém - PA,1501402,PA,1506420,RREO-Anexo 03,M,Padrão,<MR-1>,RREO3ReceitaCorrenteLiquida,RECEITA CORRENTE LÍQUIDA (III) = (I - II),349939440.36
2023,RREO,6,B,Prefeitura Municipal de Belém - PA,1501402,PA,1506420,RREO-Anexo 03,M,Padrão,<MR>,RREO3ReceitaCorrenteLiquida,RECEITA CORRENTE LÍQUIDA (III) = (I - II),458104298.7
2023,RREO,6,B,Prefeitura Municipal de Belém - PA,1501402,PA,1506420,RREO-Anexo 03,M,Padrão,TOTAL (ÚLTIMOS 12 MESES),RREO3ReceitaCorrenteLiquida,RECEITA CORRENTE LÍQUIDA (III) = (I - II),4076757350.19
2023,RREO,6,B,Prefeitura Municipal de Belém - PA,1501402,PA,1506420,RREO-Anexo 03,M,Padrão,PREVISÃO ATUALIZADA 2023,RREO3ReceitaCorrenteLiquida,RECEITA CORRENTE LÍQUIDA (III) = (I - II),4310994052.97
2021,RREO,6,B,Prefeitura Municipal de Rio Branco - AC,1200401,AC,413418,RREO-Anexo 03,M,Padrão,<MR-11>,RREO3ReceitaCorrenteLiquida,RECEITA CORRENTE LÍQUIDA (III) = (I - II),74916550.53
2021,RREO,6,B,Prefeitura Municipal de Rio Branco - AC,1200401,AC,413418,RREO-Anexo 03,M,Padrão,<MR-10>,RREO3ReceitaCorrenteLiquida,RECEITA CORRENTE LÍQUIDA (III) = (I - II),86385794.58
2021,RREO,6,B,Prefeitura Municipal de Rio Branco - AC,1200401,AC,413418,RREO-Anexo 03,M,Padrão,<MR-9>,RREO3ReceitaCorrenteLiquida,RECEITA CORRENTE LÍQUIDA (III) = (I - II),90641980.8
2021,RREO,6,B,Prefeitura Municipal de Rio Branco - AC,1200401,AC,413418,RREO-Anexo 03,M,Padrão,<MR-8>,RREO3ReceitaCorrenteLiquida,RECEITA CORRENTE LÍQUIDA (III) = (I - II),83867289.65
2021,RREO,6,B,Prefeitura Municipal de Rio Branco - AC,1200401,AC,413418,RREO-Anexo 03,M,Padrão,<MR-7>,RREO3ReceitaCorrenteLiquida,RECEITA CORRENTE LÍQUIDA (III) = (I - II),92779680.16
2021,RREO,6,B,Prefeitura Municipal de Rio Branco - AC,1200401,AC,413418,RREO-Anexo 03,M,Padrão,<MR-6>,RREO3ReceitaCorrenteLiquida,RECEITA CORRENTE LÍQUIDA (III) = (I - II),78703541.23
2021,RREO,6,B,Prefeitura Municipal de Rio Branco - AC,1200401,AC,413418,RREO-Anexo 03,M,Padrão,<MR-5>,RREO3ReceitaCorrenteLiquida,RECEITA CORRENTE LÍQUIDA (III) = (I - II),87427840.18
2021,RREO,6,B,Prefeitura Municipal de Rio Branco - AC,1200401,AC,413418,RREO-Anexo 03,M,Padrão,<MR-4>,RREO3ReceitaCorrenteLiquida,RECEITA CORRENTE LÍQUIDA (III) = (I - II),83898991.46
2021,RREO,6,B,Prefeitura Municipal de Rio Branco - AC,1200401,AC,413418,RREO-Anexo 03,M,Padrão,<MR-3>,RREO3ReceitaCorrenteLiquida,RECEITA CORRENTE LÍQUIDA (III) = (I - II),77296360.17
2021,RREO,6,B,Prefeitura Municipal de Rio Branco - AC,1200401,AC,413418,RREO-Anexo 03,M,Padrão,<MR-2>,RREO3ReceitaCorrenteLiquida,RECEITA CORRENTE LÍQUIDA (III) = (I - II),84550792.51
2021,RREO,6,B,Prefeitura Municipal de Rio Branco - AC,1200401,AC,413418,RREO-Anexo 03,M,Padrão,<MR-1>,RREO3ReceitaCorrenteLiquida,RECEITA CORRENTE LÍQUIDA (III) = (I - II),89405643.05
2021,RREO,6,B,Prefeitura Municipal de Rio Branco - AC,1200401,AC,413418,RREO-Anexo 03,M,Padrão,<MR>,RREO3ReceitaCorrenteLiquida,RECEITA CORRENTE LÍQUIDA (III) = (I - II),138987338.69
2021,RREO,6,B,Prefeitura Municipal de Rio Branco - AC,1200401,AC,413418,RREO-Anexo 03,M,Padrão,TOTAL (ÚLTIMOS 12 MESES),RREO3ReceitaCorrenteLiquida,RECEITA CORRENTE LÍQUIDA (III) = (I - II),1068861803.01
2021,RREO,6,B,Prefeitura Municipal de Rio Branco - AC,1200401,AC,413418,RREO-Anexo 03,M,Padrão,PREVISÃO ATUALIZADA 2021,RREO3ReceitaCorrenteLiquida,RECEITA CORRENTE LÍQUIDA (III) = (I - II),945359084.37
2022,RREO,6,B,Prefeitura Municipal de Rio Branco - AC,1200401,AC,419452,RREO-Anexo 03,M,Padrão,<MR-11>,RREO3ReceitaCorrenteLiquida,RECEITA CORRENTE LÍQUIDA (III) = (I - II),89670815.98
2022,RREO,6,B,Prefeitura Municipal de Rio Branco - AC,1200401,AC,419452,RREO-Anexo 03,M,Padrão,<MR-10>,RREO3ReceitaCorrenteLiquida,RECEITA CORRENTE LÍQUIDA (III) = (I - II),111730141.86
2022,RREO,6,B,Prefeitura Municipal de Rio Branco - AC,1200401,AC,419452,RREO-Anexo 03,M,Padrão,<MR-9>,RREO3ReceitaCorrenteLiquida,RECEITA CORRENTE LÍQUIDA (III) = (I - II),123988049.71
2022,RREO,6,B,Prefeitura Municipal de Rio Branco - AC,1200401,AC,419452,RREO-Anexo 03,M,Padrão,<MR-8>,RREO3ReceitaCorrenteLiquida,RECEITA CORRENTE LÍQUIDA (III) = (I - II),95537157.23
2022,RREO,6,B,Prefeitura Municipal de Rio Branco - AC,1200401,AC,419452,RREO-Anexo 03,M,Padrão,<MR-7>,RREO3ReceitaCorrenteLiquida,RECEITA CORRENTE LÍQUIDA (III) = (I - II),117401705.47
2022,RREO,6,B,Prefeitura Municipal de Rio Branco - AC,1200401,AC,419452,RREO-Anexo 03,M,Padrão,<MR-6>,RREO3ReceitaCorrenteLiquida,RECEITA CORRENTE LÍQUIDA (III) = (I - II),120762042.72
2022,RREO,6,B,Prefeitura Municipal de Rio Branco - AC,1200401,AC,419452,RREO-Anexo 03,M,Padrão,<MR-5>,RREO3ReceitaCorrenteLiquida,RECEITA CORRENTE LÍQUIDA (III) = (I - II),134192914.29
2022,RREO,6,B,Prefeitura Municipal de Rio Branco - AC,1200401,AC,419452,RREO-Anexo 03,M,Padrão,<MR-4>,RREO3ReceitaCorrenteLiquida,RECEITA CORRENTE LÍQUIDA (III) = (I - II),104333469.35
2022,RREO,6,B,Prefeitura Municipal de Rio Branco - AC,1200401,AC,419452,RREO-Anexo 03,M,Padrão,<MR-3>,RREO3ReceitaCorrenteLiquida,RECEITA CORRENTE LÍQUIDA (III) = (I - II),99942173.25
2022,RREO,6,B,Prefeitura Municipal de Rio Branco - AC,1200401,AC,419452,RREO-Anexo 03,M,Padrão,<MR-2>,RREO3ReceitaCorrenteLiquida,RECEITA CORRENTE LÍQUIDA (III) = (I - II),103747833.72
2022,RREO,6,B,Prefeitura Municipal de Rio Branco - AC,1200401,AC,419452,RREO-Anexo 03,M,Padrão,<MR-1>,RREO3ReceitaCorrenteLiquida,RECEITA CORRENTE LÍQUIDA (III) = (I - II),111085436.37
2022,RREO,6,B,Prefeitura Municipal de Rio Branco - AC,1200401,AC,419452,RREO-Anexo 03,M,Padrão,<MR>,RREO3ReceitaCorrenteLiquida,RECEITA CORRENTE LÍQUIDA (III) = (I - II),169155857.25
2022,RREO,6,B,Prefeitura Municipal de Rio Branco - AC,1200401,AC,419452,RREO-Anexo 03,M,Padrão,TOTAL (ÚLTIMOS 12 MESES),RREO3ReceitaCorrenteLiquida,RECEITA CORRENTE LÍQUIDA (III) = (I - II),1381547597.2
2022,RREO,6,B,Prefeitura Municipal de Rio Branco - AC,1200401,AC,419452,RREO-Anexo 03,M,Padrão,PREVISÃO ATUALIZADA 2022,RREO3ReceitaCorrenteLiquida,RECEITA CORRENTE LÍQUIDA (III) = (I - II),1274176178.1
2023,RREO,6,B,Prefeitura Municipal de Rio Branco - AC,1200401,AC,419452,RREO-Anexo 03,M,Padrão,<MR-11>,RREO3ReceitaCorrenteLiquida,RECEITA CORRENTE LÍQUIDA (III) = (I - II),110551898.66
2023,RREO,6,B,Prefeitura Municipal de Rio Branco - AC,1200401,AC,419452,RREO-Anexo 03,M,Padrão,<MR-10>,RREO3ReceitaCorrenteLiquida,RECEITA CORRENTE LÍQUIDA (III) = (I - II),127089513.45
