origem,destino,area_ha,terrai_cod,ano_origem,terrai_nom
Total (2012),3. Agropecuária (2022),3236.5438395898345,19301,2012,Jauary
Total (2012),3.1. Pastagem (2022),3236.5438395898345,19301,2012,Jauary
Total (2012),5. Corpo D`água (2022),10058.815871446755,19301,2012,Jauary
Total (2012),"5.1. Rio, Lago e Oceano (2022)",10058.815871446755,19301,2012,Jauary
Total (2012),Total (2022),49555.763900006896,19301,2012,Jauary
1. Floresta (1985),1. Floresta (2022),76567.2699260574,20702,1985,Kanela Memortumré
1. Floresta (1985),2. Formação Natural não Florestal (2022),80.47780706554937,20702,1985,Kanela Memortumré
1. Floresta (1985),3. Agropecuária (2022),5036.851300209246,20702,1985,Kanela Memortumré
1. Floresta (1985),4. Área não Vegetada (2022),3.999665789794922,20702,1985,Kanela Memortumré
1. Floresta (1985),Total (2022),81688.598699122,20702,1985,Kanela Memortumré
1.1. Formação Florestal (1985),1.1. Formação Florestal (2022),12947.178181710797,20702,1985,Kanela Memortumré
1.1. Formação Florestal (1985),1.2. Formação Savânica (2022),103.12967223955944,20702,1985,Kanela Memortumré
1.1. Formação Florestal (1985),2.1. Campo Alagado e Área Pantanosa (2022),43.86305239863376,20702,1985,Kanela Memortumré
1.1. Formação Florestal (1985),2.2. Formação Campestre (2022),0.5332681884765625,20702,1985,Kanela Memortumré
1.1. Formação Florestal (1985),3.1. Pastagem (2022),242.32198141259343,20702,1985,Kanela Memortumré
1.1. Formação Florestal (1985),3.2. Agricultura (2022),189.20539251586877,20702,1985,Kanela Memortumré
1.1. Formação Florestal (1985),3.2.1. Lavoura Temporária (2022),189.20539251586877,20702,1985,Kanela Memortumré
1.1. Formação Florestal (1985),3.2.1.1. Soja (2022),189.20539251586877,20702,1985,Kanela Memortumré
1.1. Formação Florestal (1985),3.4. Mosaico de Usos (2022),138.52791596112417,20702,1985,Kanela Memortumré
1.1. Formação Florestal (1985),Total (2022),14043.170249458792,20702,1985,Kanela Memortumré
1.2. Formação Savânica (1985),1.1. Formação Florestal (2022),245.46887947435584,20702,1985,Kanela Memortumré
1.2. Formação Savânica (1985),1.2. Formação Savânica (2022),63271.49319263268,20702,1985,Kanela Memortumré
1.2. Formação Savânica (1985),2.1. Campo Alagado e Área Pantanosa (2022),7.19937745361328,20702,1985,Kanela Memortumré
1.2. Formação Savânica (1985),2.2. Formação Campestre (2022),28.882109024825763,20702,1985,Kanela Memortumré
1.2. Formação Savânica (1985),3.1. Pastagem (2022),998.9805200900907,20702,1985,Kanela Memortumré
1.2. Formação Savânica (1985),3.2. Agricultura (2022),1863.6986544160104,20702,1985,Kanela Memortumré
1.2. Formação Savânica (1985),3.2.1. Lavoura Temporária (2022),1863.6986544160104,20702,1985,Kanela Memortumré
1.2. Formação Savânica (1985),3.2.1.1. Soja (2022),1846.9910116669869,20702,1985,Kanela Memortumré
1.2. Formação Savânica (1985),3.2.1.5. Outras Lavouras Temporárias (2022),16.70764274902346,20702,1985,Kanela Memortumré
1.2. Formação Savânica (1985),3.4. Mosaico de Usos (2022),1604.1168358135585,20702,1985,Kanela Memortumré
1.2. Formação Savânica (1985),4.4. Outras Áreas não Vegetadas (2022),3.999665789794922,20702,1985,Kanela Memortumré
1.2. Formação Savânica (1985),Total (2022),71751.23654352697,20702,1985,Kanela Memortumré
2. Formação Natural não Florestal (1985),1. Floresta (2022),98.985034322126893,20702,1985,Kanela Memortumré
2. Formação Natural não Florestal (1985),2. Formação Natural não Florestal (2022),16794.046358961245,20702,1985,Kanela Memortumré
2. Formação Natural não Florestal (1985),3. Agropecuária (2022),233.9547823046882,20702,1985,Kanela Memortumré
2. Formação Natural não Florestal (1985),4. Área não Vegetada (2022),1.244012628173828,20702,1985,Kanela Memortumré
2. Formação Natural não Florestal (1985),Total (2022),17128.230188216232,20702,1985,Kanela Memortumré
2.1. Campo Alagado e Área Pantanosa (1985),1.1. Formação Florestal (2022),47.569620183177335,20702,1985,Kanela Memortumré
2.1. Campo Alagado e Área Pantanosa (1985),1.2. Formação Savânica (2022),2.0441935485839844,20702,1985,Kanela Memortumré
2.1. Campo Alagado e Área Pantanosa (1985),2.1. Campo Alagado e Área Pantanosa (2022),182.2660401085231,20702,1985,Kanela Memortumré
2.1. Campo Alagado e Área Pantanosa (1985),3.1. Pastagem (2022),1.5112356384277346,20702,1985,Kanela Memortumré
2.1. Campo Alagado e Área Pantanosa (1985),3.4. Mosaico de Usos (2022),0.6222699584960937,20702,1985,Kanela Memortumré
2.1. Campo Alagado e Área Pantanosa (1985),4.4. Outras Áreas não Vegetadas (2022),0.6220063842773437,20702,1985,Kanela Memortumré
2.1. Campo Alagado e Área Pantanosa (1985),Total (2022),234.6353658214856,20702,1985,Kanela Memortumré
2.2. Formação Campestre (1985),1.2. Formação Savânica (2022),49.371220590365574,20702,1985,Kanela Memortumré
2.2. Formação Campestre (1985),2.1. Campo Alagado e Área Pantanosa (2022),4.535364849853516,20702,1985,Kanela Memortumré
2.2. Formação Campestre (1985),2.2. Formação Campestre (2022),16607.24495400287,20702,1985,Kanela Memortumré
2.2. Formação Campestre (1985),3.1. Pastagem (2022),5.756629136962892,20702,1985,Kanela Memortumré
2.2. Formação Campestre (1985),3.4. Mosaico de Usos (2022),226.06464757080147,20702,1985,Kanela Memortumré
2.2. Formação Campestre (1985),4.4. Outras Áreas não Vegetadas (2022),0.6220062438964843,20702,1985,Kanela Memortumré
2.2. Formação Campestre (1985),Total (2022),16893.594822394745,20702,1985,Kanela Memortumré
3. Agropecuária (1985),1. Floresta (2022),282.7071487718291,20702,1985,Kanela Memortumré
3. Agropecuária (1985),2. Formação Natural não Florestal (2022),0.6223116699218749,20702,1985,Kanela Memortumré
3. Agropecuária (1985),3. Agropecuária (2022),1042.2914071164837,20702,1985,Kanela Memortumré
3. Agropecuária (1985),Total (2022),1325.6208675582347,20702,1985,Kanela Memortumré
3.1. Pastagem (1985),1.1. Formação Florestal (2022),5.11545477756874,20702,1985,Kanela Memortumré
3.1. Pastagem (1985),1.2. Formação Savânica (2022),1.0673496826171875,20702,1985,Kanela Memortumré
3.1. Pastagem (1985),3.1. Pastagem (2022),6.392606951712816,20702,1985,Kanela Memortumré
3.1. Pastagem (1985),3.4. Mosaico de Usos (2022),28.878953704833915,20702,1985,Kanela Memortumré
3.1. Pastagem (1985),Total (2022),41.45436511673266,20702,1985,Kanela Memortumré
3.4. Mosaico de Usos (1985),1.1. Formação Florestal (2022),228.57955590444536,20702,1985,Kanela Memortumré
3.4. Mosaico de Usos (1985),1.2. Formação Savânica (2022),47.94478840719783,20702,1985,Kanela Memortumré
3.4. Mosaico de Usos (1985),2.1. Campo Alagado e Área Pantanosa (2022),0.6223116699218749,20702,1985,Kanela Memortumré
3.4. Mosaico de Usos (1985),3.1. Pastagem (2022),400.9513970535813,20702,1985,Kanela Memortumré
3.4. Mosaico de Usos (1985),3.2. Agricultura (2022),0.5332735046386718,20702,1985,Kanela Memortumré
3.4. Mosaico de Usos (1985),3.2.1. Lavoura Temporária (2022),0.5332735046386718,20702,1985,Kanela Memortumré
3.4. Mosaico de Usos (1985),3.2.1.5. Outras Lavouras Temporárias (2022),0.5332735046386718,20702,1985,Kanela Memortumré
3.4. Mosaico de Usos (1985),3.4. Mosaico de Usos (2022),605.5351759017171,20702,1985,Kanela Memortumré
3.4. Mosaico de Usos (1985),Total (2022),1285.2330494507796,20702,1985,Kanela Memortumré
4. Área não Vegetada (1985),1. Floresta (2022),2.5777159973144532,20702,1985,Kanela Memortumré
4. Área não Vegetada (1985),3. Agropecuária (2022),7.999479931640621,20702,1985,Kanela Memortumré
4. Área não Vegetada (1985),4. Área não Vegetada (2022),3.4664867797851566,20702,1985,Kanela Memortumré
4. Área não Vegetada (1985),Total (2022),14.043682708740231,20702,1985,Kanela Memortumré
4.4. Outras Áreas não Vegetadas (1985),1.2. Formação Savânica (2022),2.5777159973144532,20702,1985,Kanela Memortumré
4.4. Outras Áreas não Vegetadas (1985),3.1. Pastagem (2022),7.999479931640621,20702,1985,Kanela Memortumré
4.4. Outras Áreas não Vegetadas (1985),4.4. Outras Áreas não Vegetadas (2022),3.4664867797851566,20702,1985,Kanela Memortumré
4.4. Outras Áreas não Vegetadas (1985),Total (2022),14.043682708740231,20702,1985,Kanela Memortumré
5. Corpo D`água (1985),1. Floresta (2022),2.132920819091797,20702,1985,Kanela Memortumré
5. Corpo D`água (1985),3. Agropecuária (2022),0.5333749572753905,20702,1985,Kanela Memortumré
5. Corpo D`água (1985),4. Área não Vegetada (2022),1.5996981811523436,20702,1985,Kanela Memortumré
5. Corpo D`água (1985),5. Corpo D`água (2022),0.6221764343261719,20702,1985,Kanela Memortumré
5. Corpo D`água (1985),Total (2022),4.888170391845703,20702,1985,Kanela Memortumré
"5.1. Rio, Lago e Oceano (1985)",1.2. Formação Savânica (2022),2.132920819091797,20702,1985,Kanela Memortumré
"5.1. Rio, Lago e Oceano (1985)",3.4. Mosaico de Usos (2022),0.5333749572753905,20702,1985,Kanela Memortumré
"5.1. Rio, Lago e Oceano (1985)",4.4. Outras Áreas não Vegetadas (2022),1.5996981811523436,20702,1985,Kanela Memortumré
"5.1. Rio, Lago e Oceano (1985)","5.1. Rio, Lago e Oceano (2022)",0.6221764343261719,20702,1985,Kanela Memortumré
"5.1. Rio, Lago e Oceano (1985)",Total (2022),4.888170391845703,20702,1985,Kanela Memortumré
Total (1985),1. Floresta (2022),76953.67274596776,20702,1985,Kanela Memortumré
Total (1985),1.1. Formação Florestal (2022),13473.911692050346,20702,1985,Kanela Memortumré
Total (1985),1.2. Formação Savânica (2022),63479.76105391742,20702,1985,Kanela Memortumré
Total (1985),2. Formação Natural não Florestal (2022),16875.146477696715,20702,1985,Kanela Memortumré
Total (1985),2.1. Campo Alagado e Área Pantanosa (2022),238.48614648054556,20702,1985,Kanela Memortumré
Total (1985),2.2. Formação Campestre (2022),16636.66033121617,20702,1985,Kanela Memortumré
Total (1985),3. Agropecuária (2022),6321.630344519334,20702,1985,Kanela Memortumré
Total (1985),3.1. Pastagem (2022),1663.9138502150097,20702,1985,Kanela Memortumré
Total (1985),3.2. Agricultura (2022),2053.4373204365174,20702,1985,Kanela Memortumré
Total (1985),3.2.1. Lavoura Temporária (2022),2053.4373204365174,20702,1985,Kanela Memortumré
Total (1985),3.2.1.1. Soja (2022),2036.1964041828555,20702,1985,Kanela Memortumré
Total (1985),3.2.1.5. Outras Lavouras Temporárias (2022),17.24091625366213,20702,1985,Kanela Memortumré
Total (1985),3.4. Mosaico de Usos (2022),2604.279173867807,20702,1985,Kanela Memortumré
Total (1985),4. Área não Vegetada (2022),10.30986337890625,20702,1985,Kanela Memortumré
Total (1985),4.4. Outras Áreas não Vegetadas (2022),10.30986337890625,20702,1985,Kanela Memortumré
Total (1985),5. Corpo D`água (2022),0.6221764343261719,20702,1985,Kanela Memortumré
Total (1985),"5.1. Rio, Lago e Oceano (2022)",0.6221764343261719,20702,1985,Kanela Memortumré
Total (1985),Total (2022),204429.6378568672,20702,1985,Kanela Memortumré
1. Floresta (2012),1. Floresta (2022),76812.13269607157,20702,2012,Kanela Memortumré
1. Floresta (2012),2. Formação Natural não Florestal (2022),58.85388007743086,20702,2012,Kanela Memortumré
1. Floresta (2012),3. Agropecuária (2022),4793.966755839914,20702,2012,Kanela Memortumré
1. Floresta (2012),4. Área não Vegetada (2022),3.999097808837893,20702,2012,Kanela Memortumré
1. Floresta (2012),Total (2022),81668.95242979773,20702,2012,Kanela Memortumré
1.1. Formação Florestal (2012),1.1. Formação Florestal (2022),12860.48739792528,20702,2012,Kanela Memortumré
1.1. Formação Florestal (2012),1.2. Formação Savânica (2022),34.09191245593502,20702,2012,Kanela Memortumré
1.1. Formação Florestal (2012),2.1. Campo Alagado e Área Pantanosa (2022),11.780160046338848,20702,2012,Kanela Memortumré
1.1. Formação Florestal (2012),3.1. Pastagem (2022),82.46665917312922,20702,2012,Kanela Memortumré
1.1. Formação Florestal (2012),3.4. Mosaico de Usos (2022),132.29966548969338,20702,2012,Kanela Memortumré
1.1. Formação Florestal (2012),Total (2022),13121.125795090378,20702,2012,Kanela Memortumré
1.2. Formação Savânica (2012),1.1. Formação Florestal (2022),379.6609166022085,20702,2012,Kanela Memortumré
1.2. Formação Savânica (2012),1.2. Formação Savânica (2022),63537.89246908814,20702,2012,Kanela Memortumré
1.2. Formação Savânica (2012),2.1. Campo Alagado e Área Pantanosa (2022),12.976386560058591,20702,2012,Kanela Memortumré
1.2. Formação Savânica (2012),2.2. Formação Campestre (2022),34.09733347103342,20702,2012,Kanela Memortumré
1.2. Formação Savânica (2012),3.1. Pastagem (2022),906.7953955859618,20702,2012,Kanela Memortumré
1.2. Formação Savânica (2012),3.2. Agricultura (2022),2051.8372929401744,20702,2012,Kanela Memortumré
1.2. Formação Savânica (2012),3.2.1. Lavoura Temporária (2022),2051.8372929401744,20702,2012,Kanela Memortumré
1.2. Formação Savânica (2012),3.2.1.1. Soja (2022),2036.9961050617565,20702,2012,Kanela Memortumré
1.2. Formação Savânica (2012),3.2.1.5. Outras Lavouras Temporárias (2022),14.84118787841799,20702,2012,Kanela Memortumré
1.2. Formação Savânica (2012),3.4. Mosaico de Usos (2022),1620.567742650955,20702,2012,Kanela Memortumré
1.2. Formação Savânica (2012),4.4. Outras Áreas não Vegetadas (2022),3.999097808837893,20702,2012,Kanela Memortumré
1.2. Formação Savânica (2012),Total (2022),72651.50122058773,20702,2012,Kanela Memortumré
2. Formação Natural não Florestal (2012),1. Floresta (2022),44.626783317990785,20702,2012,Kanela Memortumré
2. Formação Natural não Florestal (2012),2. Formação Natural não Florestal (2022),16749.785242522874,20702,2012,Kanela Memortumré
2. Formação Natural não Florestal (2012),3. Agropecuária (2022),252.63974289550868,20702,2012,Kanela Memortumré
2. Formação Natural não Florestal (2012),4. Área não Vegetada (2022),1.5105865234375002,20702,2012,Kanela Memortumré
2. Formação Natural não Florestal (2012),Total (2022),17048.56235525981,20702,2012,Kanela Memortumré
2.1. Campo Alagado e Área Pantanosa (2012),1.1. Formação Florestal (2022),2.8145040260943244,20702,2012,Kanela Memortumré
2.1. Campo Alagado e Área Pantanosa (2012),1.2. Formação Savânica (2022),2.5773130981445314,20702,2012,Kanela Memortumré
2.1. Campo Alagado e Área Pantanosa (2012),2.1. Campo Alagado e Área Pantanosa (2022),212.0375923424095,20702,2012,Kanela Memortumré
2.1. Campo Alagado e Área Pantanosa (2012),3.1. Pastagem (2022),1.6886840759277346,20702,2012,Kanela Memortumré
2.1. Campo Alagado e Área Pantanosa (2012),3.4. Mosaico de Usos (2022),0.8000617553710938,20702,2012,Kanela Memortumré
2.1. Campo Alagado e Área Pantanosa (2012),Total (2022),219.91815529794724,20702,2012,Kanela Memortumré
2.2. Formação Campestre (2012),1.1. Formação Florestal (2022),0.8888135559082031,20702,2012,Kanela Memortumré
2.2. Formação Campestre (2012),1.2. Formação Savânica (2022),38.34615263784373,20702,2012,Kanela Memortumré
2.2. Formação Campestre (2012),2.1. Campo Alagado e Área Pantanosa (2022),2.045042071533203,20702,2012,Kanela Memortumré
2.2. Formação Campestre (2012),2.2. Formação Campestre (2022),16535.70260810893,20702,2012,Kanela Memortumré
2.2. Formação Campestre (2012),3.1. Pastagem (2022),24.70837490844728,20702,2012,Kanela Memortumré
2.2. Formação Campestre (2012),3.4. Mosaico de Usos (2022),225.44262215576256,20702,2012,Kanela Memortumré
2.2. Formação Campestre (2012),4.4. Outras Áreas não Vegetadas (2022),1.5105865234375002,20702,2012,Kanela Memortumré
2.2. Formação Campestre (2012),Total (2022),16828.644199961866,20702,2012,Kanela Memortumré
3. Agropecuária (2012),1. Floresta (2022),107.44191992862484,20702,2012,Kanela Memortumré
3. Agropecuária (2012),2. Formação Natural não Florestal (2022),0.6220107116699218,20702,2012,Kanela Memortumré
